user_input,retrieved_contexts,response,reference,nv_accuracy,faithfulness,nv_context_relevance
¿Qué ha permitido esta medida?,"['Este tipo de inversiones, en cualquier caso, cumplirá con nuestra prioridad de creación de valor para el accionista, y por ello buscamos las fórmulas financieras atractivas que nos permitan obtener un valor añadido real.', 'Esta tendencia se sustentó en una mejora de las variables macroeconómicas, pero se potenció innegablemente gracias al esfuerzo por retener el precio que inició Atresmedia desde hace un par de años, estrategia por la que parecen por fin haber optado el resto de operadores principales del mercado.', 'Este nivel de deuda pública representa un factor claro de vulnerabilidad financiera ante cambios en el sentimiento inversor, ya que implica unas necesidades de financiación elevadas del sector público y limita el margen de actuación de la política fiscal en un eventual escenario de desaceleración.', 'Del mismo modo, la calidad y fiabilidad de la información financiera que las empresas cotizadas difunden al mercado es un elemento fundamental para la credibilidad de la Sociedad, que afecta de forma significativa al valor que el mercado le asigna, por lo que la difusión de información financiera incorrecta o de baja calidad podría provocar una disminución significativa del valor de la Sociedad, con el consiguiente perjuicio para sus accionistas.', 'Vivimos una parte cada vez más importante de nuestra vida a través de la conectividad y los servicios digitales, por eso, sabemos que la responsabilidad que asumimos en este ámbito condiciona el éxito a futuro. Así lo ven también nuestros grupos de interés, en particular inversores y analistas, que consideran que la seguridad y la privacidad es una de las temáticas más importantes en nuestro compromiso hacia el cliente (ver capítulo Materialidad).']",buscamos las fórmulas financieras atractivas que nos permitan obtener un valor añadido real,en 2017 hemos evitado el consumo de 1.700 toneladas de papel virgen y 1.500 toneladas de plástico en los pedidos de Zara.com,0.25,,1.0
"¿Gracias a qué medidas el total del alcance 1 y 2, foco principal de las emisiones de la entidad y que representan el 64% de su huella total, han experimentado un descenso del 1%?","['El total del alcance 1 y 2, foco principal de las emisiones de la entidad y que representan el 64% de su huella total, han experimentado un descenso del 1% gracias a las diferentes medidas de eficiencia energética que se han ido implantando durante 2014, como el cambio de luminarias a LED, las mejoras en domótica y climatización y la renovación del parque de equipos informáticos más ecoeficientes, entre otras.', 'El total del alcance 1 y 2, foco principal de las emisiones de la entidad al representar el 63,4% de su huella total, han experimentado un descenso del 5% gracias a las diferentes medidas de eficiencia energética que se han ido implantando durante los últimos años, como el cambio de luminarias a sistema LED, las mejoras en domótica y climatización, y la renovación de equipamientos por otros más ecoeficientes, entre otras.', 'Estricto control de costes, con una disminución del 0,6% gracias al plan de eficiencia y de productividad.', 'En 2015, a pesar de avanzar en la certificación de nuevos sistemas de gestión ambiental conforme a ISO 14001 y a los requisitos internos, se ha registrado una disminución del porcentaje de ebitda certificado, como consecuencia de la incorporación de nuevas actividades en Chile donde se está trabajando en adaptarlas a los referenciales internacionales y a los requerimientos internos en materia de gestión ambiental. En materia de cambio climático este año se ha mantenido el avance de los diferentes proyectos encaminados a la determinación de nuestra huella de carbono e identificación de los riesgos y oportunidades derivados del cambio climático.', 'En concreto, la renovación de la flota con 30 nuevos vehículos con consumos más bajos y adaptados a la más reciente norma anticontaminación Euro VI, la incorporación de camiones combinados de gran capacidad como los megatrailers o el uso de camiones híbridos, han permitido registrar ahorros de combustible de 448.715 litros de combustible y más de 1200 Tn de CO2 no emitidas a la atmfera. A pesar de las mejoras en este sentido, el consumo global de combustible del transporte primario y secundario ha aumentado en un 2%, debido al aumento de la frecuencia de reparto que exigen los nuevos modelos comerciales.']","a las diferentes medidas de eficiencia energética que se han ido implantando durante 2014, como el cambio de luminarias a LED, las mejoras en domótica y climatización y la renovación del parque de equipos informáticos más ecoeficientes, entre otras","a las diferentes medidas de eficiencia energética que se han ido implantando durante 2014, como el cambio de luminarias a LED, las mejoras en domótica y climatización y la renovación del parque de equipos informáticos más ecoeficientes, entre otras",1.0,0.4444444444444444,1.0
"¿A qué se achaca que los otros gastos por operaciones hayan crecido un 19,9% interanual en el año?","['Los otros gastos por operaciones (3.918 millones de euros) crecen un 19,9% interanual en el año debido al incremento generalizado de precios en algún país de la región comentado anteriormente así como a la mayor actividad comercial y los gastos asociados a la mayor capacidad de tráfico, tanto de voz como de datos.', 'Los gastos de mantenimiento y otros costes de flota aumentaron un 19,2%, excluyendo los efectos cambiarios, como consecuencia del incremento de la actividad de MRO (en torno a 7 puntos). Los costes de mantenimiento aumentaron debido al volumen, con un mayor número de aviones y horas de vuelo, que subieron un 10,7%. También aumentaron por el ajuste en el reconocimiento de provisiones ligadas a la transición emprendida por el Grupo hacia contratos de mantenimiento de pago por consumo.', 'Los ingresos de terminales registran un significativo crecimiento interanual en el cuarto trimestre (+41,0%; +3,8% en el año) debido a la mayor actividad comercial de venta de equipos de gama alta.', 'Los ingresos del periodo enero-diciembre de 2014 ascienden a 1.719 millones de euros y aumentan un 7,8% interanual, debido al crecimiento tanto del negocio móvil como del fijo.', 'La plantilla aumentó un 2,6% dado que se han puesto en marcha nuevas líneas y que ha aumentado la producción.']","al incremento generalizado de precios en algún país de la región comentado anteriormente así como a la mayor actividad comercial y los gastos asociados a la mayor capacidad de tráfico, tanto de voz como de datos","al incremento generalizado de precios en algún país de la región comentado anteriormente así como a la mayor actividad comercial y los gastos asociados a la mayor capacidad de tráfico, tanto de voz como de datos",1.0,0.2,1.0
¿Qué es lo que está permitiendo a la alta dirección valorar y decidir?,"['En los últimos ejercicios el Grupo ha desarrollado e implantado las mejoras estructurales y operativas necesarias para reforzar y consolidar la visión integral de los riesgos, basada en información completa, precisa y recurrente, permitiéndole a la alta dirección valorar y decidir en consecuencia.', 'Este enfoque es importante, ya que nos permite contar con los conocimientos adecuados que faciliten unas conversaciones productivas con el equipo directivo. Si no entendemos su trabajo, no podemos analizar su labor ni ofrecer orientaciones útiles.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'Una de las grandes ventajas de este sistema es su transparencia, ya que estas ideas son visibles de forma inmediata para toda la plantilla de modo que pueden ser votadas o enriquecidas con opiniones o aportaciones complementarias.', 'Nuevas reglas que aceptamos de buen grado pues son iguales para todos y Bankinter tiene plena capacidad para cumplir con ellas como el que más.']","En los últimos ejercicios el Grupo ha desarrollado e implantado las mejoras estructurales y operativas necesarias para reforzar y consolidar la visión integral de los riesgos, basada en información completa, precisa y recurrente","En los últimos ejercicios el Grupo ha desarrollado e implantado las mejoras estructurales y operativas necesarias para reforzar y consolidar la visión integral de los riesgos, basada en información completa, precisa y recurrente",1.0,1.0,1.0
¿A qué se debe la reducción de las rentabilidades de las curvas de los países periféricos de la eurozona? ,"['otros movimientos que se han producido a lo largo del año han sido la reducción de las rentabilidades de la curvas de los países periféricos de la eurozona, con la excepción de Grecia, cuyas rentabilidades han aumentado sustancialmente en la última parte del año debido a la inestabilidad política.', 'Otro factor que ha influido en esta caída de la rentabilidad ha sido la devaluación en un 23% del dólar canadiense ya que aproximadamente un 25% de los recursos de este subgrupo se generan en esta moneda (Catelli).', 'El ebitda disminuye un 20,9% debido al impacto de una menor demanda y un efecto negativo de los tipos de cambio (–46 millones de euros).', 'Como consecuencia de la intervención del BCe en los mercados, la excepcionalidad en el área euro es tal que los tipos de interés negativos de la deuda pública se han convertido en habituales.', 'En paralelo, continúa el crecimiento de los depósitos en los mercados maduros aunque a menor ritmo, como consecuencia de un mayor foco en la reducción del coste del pasivo, como principal palanca para recuperar margen de intereses en entornos de tipos de interés en mínimos.']",a la inestabilidad política,a la inestabilidad política,1.0,0.0,1.0
"¿Por qué el IBEX subió el 7,9% y Lingotes el 22,5%?","['El índice IBEX 35 inició el ejercicio 2017 con una cotización de 9.352 y terminó a 10.093. Lingotes comenzó a 14,20 €/acción y acabó en 17,40. Así que, el IBEX subió el 7,9% y Lingotes el 22,5%, como se puede comprobar en el anterior gráfico.', 'La plantilla aumentó un 2,6% dado que se han puesto en marcha nuevas líneas y que ha aumentado la producción.', 'Sin embargo, lo más destacable entre las bolsas europeas fue el positivo comportamiento de la bolsa británica, ya que el índice Footsie 100 mostró una subida sustancial en la segunda mitad del año, una vez conocido el resultado del referéndum donde se acordó su salida de la Unión Europea.', 'Importante crecimiento de los ROF (+15,9% interanual), gracias al muy buen desempeño de la Unidad de Global Markets, fundamentalmente durante la primera parte del ejercicio.', 'Estados Unidos, por su parte, experimentó cierta ralentización en su crecimiento, con un incremento anual del PIB del 1,6%, pero con un satisfactorio cuadro macroeconómico: prácticamente pleno empleo, inflación controlada, incremento del número de asalariados con mejoras en los salarios medios y un índice de confianza de los consumidores positivo gracias al impulso fiscal anunciado por el nuevo presidente.']","El índice IBEX 35 inició el ejercicio 2017 con una cotización de 9.352 y terminó a 10.093. Lingotes comenzó a 14,20 €/acción y acabó en 17,40","El índice IBEX 35 inició el ejercicio 2017 con una cotización de 9.352 y terminó a 10.093. Lingotes comenzó a 14,20 €/acción y acabó en 17,40",1.0,1.0,1.0
"Los bajos precios de la energía y los alimentos, ¿qué consecuencia tuvieron?","['En diciembre de 2015, la inflación interanual se situó próxima a cero (0,2%), debido a los bajos precios de la energía y de los alimentos, mientras que la inflación, excluidos la energía y los alimentos, repuntó hasta el 1,4%.', 'La tasa del mes de diciembre fue inferior a la esperada, debido a la baja de los precios del petróleo, alimentos y servicios (principalmente la caída de los precios de los alimentos con una baja del 4%).', 'La inflación descendió a tasas mínimas históricas, del 2,1% en diciembre, gracias a la reducción de los precios en telecomunicaciones y energía tras la implementación de reformas estructurales.', 'El impacto no fue duradero, ya que en los meses siguientes se redujo la volatilidad, la renta variable se recuperó y bajó la aversión al riesgo.', 'La decisión de Ofgem de reducir los subsidios encubiertos percibidos por los pequeños generadores diésel debido a los cargos de transporte. 2.']","En diciembre de 2015, la inflación interanual se situó próxima a cero (0,2%)","En diciembre de 2015, la inflación interanual se situó próxima a cero (0,2%)",1.0,1.0,1.0
¿A qué se debe que Azora sea uno de los pocos gestores e inversores inmobiliarios que logró esquivar las repercusiones de la crisis económica?,"['Azora cuenta con una plataforma con más de 340 profesionales con habilidades y experiencias complementarias y es uno de los pocos gestores e inversores inmobiliarios que logró esquivar las repercusiones de la crisis económica gracias a su capacidad de anticiparse a los cambios, entender el ciclo del mercado en cada momento e identificar nichos de valor, saliendo de la crisis sin haber nunca destruido valor en ninguna de sus carteras.', 'La compañía ha ido ganando volumen merced a un modelo de negocio único en su sector, que le ha permitido aumentar su rentabilidad pese a los ciclos económicos adversos y ganarse la confianza del mercado.', 'Un crecimiento que hemos alcanzado sin realizar ampliaciones de capital y gracias a una política prudente de distribución del dividendo.', 'Después de un primer trimestre exigente como empresa cotizada y a pesar de las dificultades experimentadas por la industria del petróleo y el gas, que es una parte importante de nuestra actividad, me complace anunciar que, gracias a la gestión y dirección de Fernando Basabe y de su equipo, el Grupo ha logrado obtener resultados conforme a nuestras expectativas.', 'El beneficio antes de impuestos en 2015 fue de 31 millones de euros, gracias a la muy escasa morosidad (un 1%, diez veces menos que el promedio del sector), un balance equilibrado y un nivel de gastos de estructura muy bajo.']","a su capacidad de anticiparse a los cambios, entender el ciclo del mercado en cada momento e identificar nichos de valor, saliendo de la crisis sin haber nunca destruido valor en ninguna de sus carteras","a su capacidad de anticiparse a los cambios, entender el ciclo del mercado en cada momento e identificar nichos de valor",1.0,0.8,1.0
¿Por qué razón todos los riesgos están transferidos a la compañía de seguros?,"['Todos los riesgos están transferidos a la compañía de seguros, ya que esta incluso asegura la garantía indicada anteriormente.', 'El riesgo operacional es inherente a todos los productos, actividades, procesos y sistemas, y se genera en todas las áreas de negocio y de soporte, siendo por esta razón, responsabilidad de todos los empleados la gestión y control de los riesgos generados en su ámbito de actuación.', 'En los últimos ejercicios el Grupo ha desarrollado e implantado las mejoras estructurales y operativas necesarias para reforzar y consolidar la visión integral de los riesgos, basada en información completa, precisa y recurrente, permitiéndole a la alta dirección valorar y decidir en consecuencia.', 'Esta cultura de riesgos se define a través de cinco principios que han de formar parte de la gestión del día a día de todos los empleados del Grupo: Responsabilidad, porque todas las unidades y empleados (con independencia de la función que desempeñen) deben conocer y entender los riesgos en que incurren en su actividad diaria y ser responsables de su identificación, valoración, gestión y reporte', 'Nuevas reglas que aceptamos de buen grado pues son iguales para todos y Bankinter tiene plena capacidad para cumplir con ellas como el que más.']",esta incluso asegura la garantía indicada anteriormente,esta incluso asegura la garantía indicada anteriormente,0.75,1.0,0.75
¿Qué es lo que ha permitido normalizar la política de pago de dividendos?,"['SH USA superó las pruebas de resistencia de la Reserva Federal y no recibió objeciones a su plan de capital, lo que nos ha permitido normalizar la política de pago de dividendos.', 'Un crecimiento que hemos alcanzado sin realizar ampliaciones de capital y gracias a una política prudente de distribución del dividendo.', 'Bankinter ha sido el único banco que ha pagado todos sus dividendos en efectivo y, además, de forma trimestral, gracias al sólido crecimiento del negocio y a su buena situación en términos de solvencia, que le ha permitido no verse afectado por las restricciones marcadas por los organismos supervisores en la preservación del capital.', 'La compañía ha ido ganando volumen merced a un modelo de negocio único en su sector, que le ha permitido aumentar su rentabilidad pese a los ciclos económicos adversos y ganarse la confianza del mercado.', 'Por otro lado, los gastos financieros se han reducido significativamente como resultado de fructíferas negociaciones con los bancos que permitieron minorar el tipo de interés medio satisfecho por la Compañía, el cual se situó en 3,2% frente al 3,5% del año 2016, así como incrementar los plazos de vencimiento de los instrumentos de deuda con los que actualmente se financia.']",SH USA superó las pruebas de resistencia de la Reserva Federal y no recibió objeciones a su plan de capital,SH USA superó las pruebas de resistencia de la Reserva Federal y no recibió objeciones a su plan de capital,1.0,1.0,1.0
¿Qué implica que esta fase de implantación sea una posible fuente de riesgo de modelo?,"['Como se ha señalado, esta fase de implantación es otra de las posibles fuentes de riesgo de modelo, por lo que es requisito indispensable que se realicen pruebas por parte de los equipos técnicos y los propietarios del modelo, certificando que se ha implementado de acuerdo a la definición metodológica y funciona de acuerdo a lo esperado.', 'La industria financiera se ha referido a esta última fase como Basilea IV, debido al elevado impacto que podría representar para algunas jurisdicciones.', 'Este nivel de deuda pública representa un factor claro de vulnerabilidad financiera ante cambios en el sentimiento inversor, ya que implica unas necesidades de financiación elevadas del sector público y limita el margen de actuación de la política fiscal en un eventual escenario de desaceleración.', 'El impacto de esta reforma global sobre la actividad económica es objeto de interés creciente, ya que representa un posible freno para el crecimiento económico.', 'Como consecuencia de este hecho, es previsible que a lo largo de los próximos trimestres se limite aún más el nivel de activos comprometidos en operaciones de financiación a largo plazo.']","es requisito indispensable que se realicen pruebas por parte de los equipos técnicos y los propietarios del modelo, certificando que se ha implementado de acuerdo a la definición metodológica y funciona de acuerdo a lo esperado","es requisito indispensable que se realicen pruebas por parte de los equipos técnicos y los propietarios del modelo, certificando que se ha implementado de acuerdo a la definición metodológica y funciona de acuerdo a lo esperado",1.0,0.2,1.0
"¿A qué se debe que al cierre del ejercicio 2014, la actividad en las autopistas del Grupo presente una evolución positiva?","['Al cierre del ejercicio 2014, la actividad en las autopistas del Grupo presenta una evolución positiva, gracias a los incrementos registrados en los principales países en los que opera, incluyendo España –donde hay claras señales de recuperación de la actividad económica– y Francia –país caracterizado por un cierto estancamiento en el crecimiento en el ejercicio anterior–.', 'Desde la fusión, sigue creciendo todos los meses respecto al mismo mes del año anterior, con lo que encadena, a cierre del Ejercicio 2014, 27 meses de crecimiento ininterrumpido.', 'Después de un primer trimestre exigente como empresa cotizada y a pesar de las dificultades experimentadas por la industria del petróleo y el gas, que es una parte importante de nuestra actividad, me complace anunciar que, gracias a la gestión y dirección de Fernando Basabe y de su equipo, el Grupo ha logrado obtener resultados conforme a nuestras expectativas.', 'Esta operación es positiva para los accionistas, ya que se estima que mejora el beneficio por acción (BPA) desde 2016.', 'Esta práctica está cada vez más extendida dentro del Grupo, por ello, durante 2016, 41.085 de nuestras estaciones base eran compartidas.']","a los incrementos registrados en los principales países en los que opera, incluyendo España –donde hay claras señales de recuperación de la actividad económica– y Francia –país caracterizado por un cierto estancamiento en el crecimiento en el ejercicio anterior–","a los incrementos registrados en los principales países en los que opera, incluyendo España –donde hay claras señales de recuperación de la actividad económica– y Francia –país caracterizado por un cierto estancamiento en el crecimiento en el ejercicio anterior–",1.0,1.0,1.0
"¿Qué ha facilitado un modelo de éxito que ha dotado a todas las cadenas de Atresmedia Televisión de una fuerte personalidad, cadenas que siguen ganando audiencia mes a mes? ","['Un modelo de éxito que ha dotado a todas las cadenas de Atresmedia Televisión de una fuerte personalidad, cadenas que siguen ganando audiencia mes a mes gracias a una programación diferenciada, con un altísimo porcentaje de éxitos, y donde no solo la ficción ha batido récords, también lo han hecho los programas informativos, los magacines de actualidad y los concursos.', 'Esta tendencia se sustentó en una mejora de las variables macroeconómicas, pero se potenció innegablemente gracias al esfuerzo por retener el precio que inició Atresmedia desde hace un par de años, estrategia por la que parecen por fin haber optado el resto de operadores principales del mercado.', 'Atresmedia es consciente de la decisiva labor de las empresas para la consecución de estas importantes metas y, por ese motivo, apoya con sus políticas, iniciativas y capacidad de difusión, la consecución de aquellos ODS en los que la contribución de la Compañía puede ser mayor y de especial incidencia.', 'Esta estrategia marcará, previsiblemente, la pauta del posicionamiento futuro en este complejo sector respecto al resto de operadores audiovisuales, dado que permite una mayor especialización y una significativa disminución del riesgo de negocio para Atresmedia.', 'Durante muchas generaciones hemos aplicado nuestro conocimiento y experiencia para innovar y reinventar la manera de hacer banca, manteniendo las fortalezas que nos han acompañado siempre. Estoy convencida de que lograremos el éxito porque:  nuestro crecimiento, rentabilidad y fortaleza de balance demuestran que nuestra estrategia está funcionando;  nuestro tamaño, diversificación y predictibilidad nos aportan una base sólida para innovar;  nuestra cultura —nuestro foco constante en ser un banco responsable— reforzará la confianza de las personas en nuestra marca.']","a una programación diferenciada, con un altísimo porcentaje de éxitos, y donde no solo la ficción ha batido récords, también lo han hecho los programas informativos, los magacines de actualidad y los concursos","una programación diferenciada, con un altísimo porcentaje de éxitos, y donde no solo la ficción ha batido récords, también lo han hecho los programas informativos, los magacines de actualidad y los concursos",1.0,1.0,1.0
¿Por qué se podrá proponer la separación de consejeros independientes?,"['También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.', 'El número de consejeros independientes debe representar al menos un tercio del total, ya que hay un accionista que controla más del 30 % del capital social.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'No quiero extenderme mucho en esto porque la consejera delegada lo explica con detalle en este mismo informe, pero sí quiero poner énfasis en la calidad de los resultados.', 'En lo que respecta al cargo de Consejero Independiente Senior, sus funciones las desempeñaba anteriormente el Vicepresidente y estaban incluidas en su remuneración (una asignación anual de 350.000 €). Dado que el nuevo Consejero Independiente Senior no es Vicepresidente, la asignación adicional por desempeñar las funciones de Consejero Independiente Senior se ha reducido a 30.000 €.']","consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16","consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16",1.0,1.0,1.0
¿Por qué el análisis de escenarios resulta ser una herramienta útil para la alta dirección?,"['El análisis de escenarios es una herramienta muy útil para la alta dirección ya que permite testar la resistencia del Banco ante entornos o escenarios estresados, así como poner en marcha conjuntos de medidas que disminuyan el perfil de riesgo del Banco ante dichos escenarios.', 'El análisis de escenarios es una herramienta muy útil para la alta dirección ya que permite testar la resistencia del Banco ante entornos o escenarios estresados, así como poner en marcha conjuntos de medidas que disminuyan el perfil de riesgo del banco ante dichos escenarios.', 'Este enfoque es importante, ya que nos permite contar con los conocimientos adecuados que faciliten unas conversaciones productivas con el equipo directivo. Si no entendemos su trabajo, no podemos analizar su labor ni ofrecer orientaciones útiles.', 'En los últimos ejercicios el Grupo ha desarrollado e implantado las mejoras estructurales y operativas necesarias para reforzar y consolidar la visión integral de los riesgos, basada en información completa, precisa y recurrente, permitiéndole a la alta dirección valorar y decidir en consecuencia.', 'Y también han de ser flexibles, porque la gestión de riesgos tiene que adaptarse rápidamente a nuevos entornos y escenarios imprevistos.']","permite testar la resistencia del Banco ante entornos o escenarios estresados, así como poner en marcha conjuntos de medidas que disminuyan el perfil de riesgo del Banco ante dichos escenarios","permite testar la resistencia del Banco ante entornos o escenarios estresados, así como poner en marcha conjuntos de medidas que disminuyan el perfil de riesgo del Banco ante dichos escenarios",1.0,0.6,1.0
¿Qué permite el indicador RepTrack Index?,"['Esta medición se completa con una evaluación más racional del desempeño, gracias al indicador RepTrack Index.', 'Gracias a esta medida, hemos mejorado la densidad de dichos envíos en un 1,5% respecto al año anterior.', 'También se ha mejorado la interfaz gráfica general, con lo que se consigue una mejor experiencia de usuario.', 'Estas cifras unidas a una baja rotación voluntaria del 5,3 % dan como resultado un elevado índice de estabilidad.', 'Inspección de oleoductos pertenecientes a la red de infraestructura energética de EE.UU. gracias a la Tecnología Ultrasónica Avanzada Rotoscan de Applus+ RTD. Completando 885 kilómetros de tuberías en el marco de diversos proyectos con la tecnología Rayscan en EE.UU.']",Esta medición se completa con una evaluación más racional del desempeño,Esta medición se completa con una evaluación más racional del desempeño,0.75,1.0,1.0
¿Cuál es la razón de que este nivel sea inferior al del año pasado?,"['Este nivel es el inferior al del año pasado debido a la incorporación del perímetro de banca mayorista global.', 'La tasa del mes de diciembre fue inferior a la esperada, debido a la baja de los precios del petróleo, alimentos y servicios (principalmente la caída de los precios de los alimentos con una baja del 4%).', 'Como consecuencia de este hecho, es previsible que a lo largo de los próximos trimestres se limite aún más el nivel de activos comprometidos en operaciones de financiación a largo plazo.', 'No obstante, a la hora de trasladar nuestros resultados a Euros, nos veremos negativamente afectados, ya que el tipo de cambio USD/EUR medio que usamos en el primer trimestre de 2017 fue 1.07, el cual se comparará con un nivel que será significativamente más alto en los primeros meses de 2018.', 'Sin embargo, debido a la legislación de algunos países o a los usos habituales para los contratos de arrendamiento, en algunos casos la duración es menor.']",la incorporación del perímetro de banca mayorista global,la incorporación del perímetro de banca mayorista global,1.0,1.0,1.0
¿Qué efecto ha tenido la incorporación de nuevas herramientas de difusión y acceso a la información?,"['Los cambios también han afectado a la distribución que debe adaptarse a los nuevos gustos. Aparecen nuevas opciones frente a la distribución tradicional como la compra por internet (super on line) donde el crecimiento es muy relevante y las posiciones de los principales actores en muchas ocasiones es distinta a la que tiene la distribución tradicional. Como resultado, hemos asistido a operaciones de fusión/concentración en algunos mercados relevantes.', 'Somos conscientes del impacto de nuestra actividad en la sociedad y, por ello, buscamos procesos más eficientes e innovadores, apoyándonos en las nuevas tecnologías, que nos permitan contribuir de forma positiva a lograr un entorno más sostenible.', 'Del mismo modo, la calidad y fiabilidad de la información financiera que las empresas cotizadas difunden al mercado es un elemento fundamental para la credibilidad de la Sociedad, que afecta de forma significativa al valor que el mercado le asigna, por lo que la difusión de información financiera incorrecta o de baja calidad podría provocar una disminución significativa del valor de la Sociedad, con el consiguiente perjuicio para sus accionistas.', 'En línea con lo anterior, la medición de la eficiencia y eficacia de estas iniciativas se ha visto potenciada y ha sido posible gracias a la mejora de los sistemas y control del resultado de las campañas mediante la construcción de modelos econométricos que permiten calcular el retorno de la inversión publicitaria (ROI) y la optimización del mix de medios utilizado.', 'Vivimos una parte cada vez más importante de nuestra vida a través de la conectividad y los servicios digitales, por eso, sabemos que la responsabilidad que asumimos en este ámbito condiciona el éxito a futuro. Así lo ven también nuestros grupos de interés, en particular inversores y analistas, que consideran que la seguridad y la privacidad es una de las temáticas más importantes en nuestro compromiso hacia el cliente (ver capítulo Materialidad).']",hemos asistido a operaciones de fusión/concentración en algunos mercados relevantes,"se ha podido hacer llegar a todos los empleados en España el contenido de estos Planes de Igualdad, disponibles a través de los diferentes canales de comunicación del Grupo y de manera especial en INet, la intranet de Inditex",0.0,0.0,1.0
¿La incertidumbre en torno al Brexit qué ha generado?,"['Latinoamérica, Europa y Japón. La única excepción es el Reino Unido, donde se prevé un crecimiento más bajo a corto plazo debido a la incertidumbre en torno al Brexit, aunque hasta ahora este hecho apenas ha afectado a nuestro negocio.', 'En un entorno de crecimiento económico tanto a nivel nacional como global – el PIB de España repuntó un 3,1% en 2017 en tasa interanual y el de la economía mundial un 3,7%- hemos sabido avanzar de forma firme pero no podemos olvidar que las incertidumbres del entorno pueden afectar a cualquier compañía de dimensión internacional y por ello, es importante contar con una relativa diversificación de la actividad.', 'Sin embargo, lo más destacable entre las bolsas europeas fue el positivo comportamiento de la bolsa británica, ya que el índice Footsie 100 mostró una subida sustancial en la segunda mitad del año, una vez conocido el resultado del referéndum donde se acordó su salida de la Unión Europea.', 'Sin embargo, las previsiones de crecimiento del PIB británico que formulan los distintos organismos presentan fuertes divergencias, ya que oscilan entre el +0,8% y el +2,6% de cara a 2017.', 'El entorno para la actividad bancaria está siendo desafiante, ya que a la evolución anterior se unen unos tipos de interés extraordinariamente bajos en los países desarrollados, crecimientos de volúmenes reducidos, fuerte presión competitiva por parte tanto de entidades bancarias como no bancarias, y un entorno regulatorio exigente.']","es importante contar con una relativa diversificación de la actividad, ya que En un entorno de crecimiento económico tanto a nivel nacional como global – el PIB de España repuntó un 3,1% en 2017 en tasa interanual y el de la economía mundial un 3,7%- hemos sabido avanzar de forma firme pero no podemos olvidar que las incertidumbres del entorno pueden afectar a cualquier compañía de dimensión internacional","La única excepción es el Reino Unido, donde se prevé un crecimiento más bajo a corto plazo",0.0,0.3333333333333333,1.0
¿Qué se pretende con la introducción de tecnologías innovadoras y el desarrollo de soluciones y procesos de negocio?,"['Gracias a la introducción de tecnologías innovadoras y el desarrollo de nuevas soluciones y procesos de negocio, buscamos convertirnos en un Grupo más efectivo, eficiente y orientado al cliente.', 'Somos conscientes del impacto de nuestra actividad en la sociedad y, por ello, buscamos procesos más eficientes e innovadores, apoyándonos en las nuevas tecnologías, que nos permitan contribuir de forma positiva a lograr un entorno más sostenible.', 'Santander quiere proporcionar a sus clientes una experiencia de servicio excelente y, por ello, durante este año ha puesto en marcha nuevas iniciativas que pretenden mejorar los procesos desde la visión del cliente incorporando los beneficios que supone la transformación digital.', 'Operamos en una industria global y altamente competitiva por lo que no sólo debemos adaptarnos de forma continuada a los requisitos de nuestros clientes sino que consideramos el I+D una oportunidad de ventaja competitiva.', 'Llevará a cabo actividades que aporten valor y ayuden a reforzar la relación personal con determinados clientes, por lo que será una oficina evolucionada que permitirá al Banco testar un nuevo modelo de atención y servicio.']","buscamos convertirnos en un Grupo más efectivo, eficiente y orientado al cliente","buscamos convertirnos en un Grupo más efectivo, eficiente y orientado al cliente",1.0,1.0,1.0
