user_input,retrieved_contexts,response,reference,nv_accuracy,faithfulness,nv_context_relevance
"La eficacia de este Sistema de Gestión de Calidad y los planes de mejora impulsadas, ¿qué han provocado?","['Gracias a la eficacia de este Sistema de Gestión de Calidad y a los planes de mejora impulsados, las incidencias registradas en los procesos de producción, grabación y emisión de los contenidos mantienen desde hace años una evolución descendente.', 'Además, se ha procedido a revisar el estado actual de las instalaciones obteniendo como resultado unas propuestas de mejora de ahorro y eficiencia energética.', 'Como consecuencia de las conclusiones que ofreció este informe, se han identificado los puntos significativos y las mejoras que deben abordarse en los próximos años.', 'Gracias a esta vocación de excelencia, la compañía mantiene certificaciones en los campos de gestión de calidad, gestión ambiental y seguridad y salud.', 'Estricto control de costes, con una disminución del 0,6% gracias al plan de eficiencia y de productividad.']","las incidencias registradas en los procesos de producción, grabación y emisión de los contenidos mantienen desde hace años una evolución descendente","las incidencias registradas en los procesos de producción, grabación y emisión de los contenidos mantienen desde hace años una evolución descendente",1.0,0.3333333333333333,1.0
¿A qué se debe que este año el consumo energético fuese superior al de 2015?,"['A pesar de los esfuerzos, este año el consumo energético fue superior al de 2015 debido a una mayor producción.', 'Sin embargo el consumo total de electricidad y de gasóleo ha subido ligeramente en 2015 como consecuencia del incremento del número de coberturas y de la producción de programas especiales informativos derivados de la actualidad y especialmente de las elecciones Municipales, Autonómicas y Generales celebradas en 2015.', 'Gracias a estas medidas, tal y como queda reflejado en la gráfica anterior, hemos alcanzado una reducción del 6% en el consumo de energía eléctrica por prenda puesta en el mercado y de un 3% con respecto a las ventas, en comparación con 2016.', 'Gracias a los diversos esfuerzos que se realizaron durante 2016, hemos reducido nuestro consumo global de agua en un 4,4% con respecto a 2015.', 'Estas ventas han supuesto un ingreso de 2.885 millones de euros en el ejercicio 2015, un 5,3% menor al del ejercicio 2014 ya que la caída en las ventas físicas como consecuencia de la reducción en el número de clientes a precio regulado (–9,5%) y el incremento del coste de la energía no se ha visto compensada por el incremento del precio medio de venta.']",a una mayor producción,a una mayor producción,1.0,1.0,1.0
¿Por qué razón se mantienen planos los costes?,"['Los costes se mantienen planos, dado que la mejora en la eficiencia absorbe las inversiones en el crecimiento del negocio, el coste de la reforma bancaria (que asciende a 85 millones de libras) y la mejora de los canales digitales.', 'La morosidad y el coste de crédito permanecen en niveles estables gracias a la mejora de desempeño de las carteras de auto en SC USA, tras la implantación de la nueva política de riesgos que tuvo lugar en el primer trimestre, enfocada a mejorar el perfil de las nuevas operaciones, y tras los ajustes realizados en el sector de Oil&Gas, en línea con la industria, en Santander Bank.', 'La morosidad y el coste de crédito permanecen en niveles moderados gracias a las políticas de admisión de nueva producción más estrictas en SC USA, y el buen comportamiento en las carteras de particulares y empresas en Santander Bank.', 'Estricto control de costes, con una disminución del 0,6% gracias al plan de eficiencia y de productividad.', 'El ARPU permanece relativamente estable en el ejercicio (-0,6%) gracias a la captación de clientes de valor, que permite compensar el fuerte impacto regulatorio.']","la mejora en la eficiencia absorbe las inversiones en el crecimiento del negocio, el coste de la reforma bancaria (que asciende a 85 millones de libras) y la mejora de los canales digitales","la mejora en la eficiencia absorbe las inversiones en el crecimiento del negocio, el coste de la reforma bancaria (que asciende a 85 millones de libras) y la mejora de los canales digitales",1.0,0.75,1.0
¿Qué explica la búsqueda de fórmulas financieras atractivas que permitan obtener un valor añadido real?,"['Este tipo de inversiones, en cualquier caso, cumplirá con nuestra prioridad de creación de valor para el accionista, y por ello buscamos las fórmulas financieras atractivas que nos permitan obtener un valor añadido real.', 'La capacidad de maximizar la utilización de nuestros activos durante su vida  útil es un factor importante dado que nuestra actividad requiere de importantes  inversiones.', 'La compañía ha ido ganando volumen merced a un modelo de negocio único en su sector, que le ha permitido aumentar su rentabilidad pese a los ciclos económicos adversos y ganarse la confianza del mercado.', 'El entorno para la actividad bancaria está siendo desafiante, ya que a la evolución anterior se unen unos tipos de interés extraordinariamente bajos en los países desarrollados, crecimientos de volúmenes reducidos, fuerte presión competitiva por parte tanto de entidades bancarias como no bancarias, y un entorno regulatorio exigente.', 'Los estímulos gubernamentales parecen estar fomentando el crecimiento por medio tanto del consumo privado, que está redundando en una mejora de la confianza de los consumidores, como de la inversión, la cual está aumentando gracias a las facilidades de acceso al crédito impulsadas por el Fondo de Garantía del Crédito (CGF, por su siglas en inglés).']","Este tipo de inversiones, en cualquier caso, cumplirá con nuestra prioridad de creación de valor para el accionista","Este tipo de inversiones, en cualquier caso, cumplirá con nuestra prioridad de creación de valor para el accionista",0.75,1.0,1.0
¿A qué se debió la mejora que la compañía potenció?,"['La compañía ha ido ganando volumen merced a un modelo de negocio único en su sector, que le ha permitido aumentar su rentabilidad pese a los ciclos económicos adversos y ganarse la confianza del mercado.', 'También se ha mejorado la interfaz gráfica general, con lo que se consigue una mejor experiencia de usuario.', 'CLAVES DEL EJERCICIO 2016 En 2016 Santander Chile logró una mejora sustancial en los indicadores de satisfacción de clientes gracias a la simplificación de procesos y a un mayor foco en el cliente, y cerrando así la brecha que existía con los principales competidores en materia de calidad de servicio.', 'Esta operación es positiva para los accionistas, ya que se estima que mejora el beneficio por acción (BPA) desde 2016.', 'La plantilla aumentó un 2,6% dado que se han puesto en marcha nuevas líneas y que ha aumentado la producción.']","a un modelo de negocio único en su sector, que le ha permitido aumentar su rentabilidad pese a los ciclos económicos adversos y ganarse la confianza del mercado","al esfuerzo por retener el precio que inició Atresmedia desde hace un par de años, estrategia por la que parecen por fin haber optado el resto de operadores principales del mercado",0.0,0.4,1.0
¿Por qué el Santander se posiciona como líder en el mercado latinoamericano de capitales de deuda?,"['Destacan operaciones como la financiación en la compra del 20% de Gas Natural por Global Infrastructure Partners y el asesoramiento y financiación al consorcio entre Vinci, ADP y Astaldi para la construcción de la nueva terminal internacional del de Chile. En el mercado de capitales de deuda, Santander se posiciona como líder en el ranking latinoamericano, ya que ha estado presente en las principales operaciones de la región.', 'En el stress test de la EBA: Santander muestra una gran resistencia debido a su modelo de banca comercial y a su diversificación geográfica. En el escenario adverso, Santander es el banco que menos capital destruye entre los competidores', 'Santander es uno de los bancos más rentables y eficientes gracias al talento y trabajo de nuestros equipos, que han conseguido unos resultados excelentes, haciendo las cosas de manera más sencilla, personal y justa.', 'Dicha oferta fue aceptada por títulos que representan un 13,65% del capital social de Banco Santander Brasil por lo que la participación de Grupo Santander en Banco Santander Brasil pasó a ser del 88,3% de su capital social.', 'Debido al estancamiento del mercado sudafricano, Columbus ha debido exportar una mayor parte de su producción a los restantes mercados del Grupo, en los que se ha beneficiado de la devaluación de la moneda local, el rand sudafricano.']",ha estado presente en las principales operaciones de la región,ha estado presente en las principales operaciones de la región,0.75,1.0,1.0
¿A qué se atribuye que la tasa del mes de diciembre fuera inferior a la esperada?,"['La tasa del mes de diciembre fue inferior a la esperada, debido a la baja de los precios del petróleo, alimentos y servicios (principalmente la caída de los precios de los alimentos con una baja del 4%).', 'La inflación descendió a tasas mínimas históricas, del 2,1% en diciembre, gracias a la reducción de los precios en telecomunicaciones y energía tras la implementación de reformas estructurales.', 'La tasa de morosidad se ha reducido desde el 1,35% en 2016 al 1,13% a diciembre de 2017, gracias a un entorno macroeconómico más favorable y la aplicación de políticas prudentes.', 'En diciembre de 2015, la inflación interanual se situó próxima a cero (0,2%), debido a los bajos precios de la energía y de los alimentos, mientras que la inflación, excluidos la energía y los alimentos, repuntó hasta el 1,4%.', 'Este nivel es el inferior al del año pasado debido a la incorporación del perímetro de banca mayorista global.']","a la baja de los precios del petróleo, alimentos y servicios (principalmente la caída de los precios de los alimentos con una baja del 4%).","a la baja de los precios del petróleo, alimentos y servicios (principalmente la caída de los precios de los alimentos con una baja del 4%)",0.75,0.25,1.0
¿Qué se ha conseguido con las reuniones con inversores institucionales?,"['Las reuniones celebradas con inversores institucionales, tanto presenciales como a través de conference calls, han aumentado durante este periodo, habiéndose celebrado 307 reuniones. Gracias a ellas, se ha mantenido un contacto directo con más de 791 compañías de inversión, cifra superior al de años anteriores. Además, se han realizado reuniones y numerosas conference calls con los analistas de los diferentes brokers que cubren la compañía.', 'Gracias a nuestra visión estratégica y a un importante rigor en la gestión, acompañada por unos sólidos valores, aquilatados por el fuerte componente familiar, hemos superado con éxito una compleja etapa en la que hemos logrado alcanzar la mayor parte de los objetivos propuestos, afrontando el futuro con solvencia y optimismo.', 'Después de un primer trimestre exigente como empresa cotizada y a pesar de las dificultades experimentadas por la industria del petróleo y el gas, que es una parte importante de nuestra actividad, me complace anunciar que, gracias a la gestión y dirección de Fernando Basabe y de su equipo, el Grupo ha logrado obtener resultados conforme a nuestras expectativas.', 'Por otro lado, los gastos financieros se han reducido significativamente como resultado de fructíferas negociaciones con los bancos que permitieron minorar el tipo de interés medio satisfecho por la Compañía, el cual se situó en 3,2% frente al 3,5% del año 2016, así como incrementar los plazos de vencimiento de los instrumentos de deuda con los que actualmente se financia.', 'Gran parte de las líneas están en proceso de ejecución, dado que muchos de los objetivos propuestos se han trazado a 2015.']","se ha mantenido un contacto directo con más de 791 compañías de inversión, cifra superior al de años anteriores. Además, se han realizado reuniones y numerosas conference calls con los analistas de los diferentes brokers que cubren la compañía","se ha mantenido un contacto directo con más de 791 compañías de inversión, cifra superior al de años anteriores. Además, se han realizado reuniones y numerosas conference calls con los analistas de los diferentes brokers que cubren la compañía",1.0,1.0,1.0
¿Por qué se ha convertido en prioridad clave para los operadores móviles europeos el despliegue de 4G?,"['• Obligaciones de cobertura de la población, tanto en España como en Italia. El despliegue del 4G es una prioridad clave para los operadores móviles europeos, ya que un porcentaje significativo de la población aún no dispone de acceso. igualmente, existe una creciente preocupación por la calidad de la red, que requiere una mayor densificación de la misma.', 'Europa ha tenido una primera mitad del año con fuerte incremento del consumo aparente, debido al incremento en la utilización por parte de los clientes finales pero también debido a la recuperación de stocks en la cadena de suministro.', 'Esta unidad, lanzada en 2016, cuenta en la actualidad con más de más de 150 proyectos en 8 países diferentes en materias como transporte, comercio, turismo, finanzas o publicidad. LUCA juega un papel clave en el posicionamiento de Telefónica como uno de los líderes en el mercado de Big Data debido a nuestra oferta multisectorial.', 'En Paraguay, la búsqueda de la mejora en la experiencia digital del cliente fue una prioridad durante el ejercicio 2017, por lo que se desarrolló un medio de pago que no necesitara tarjeta para realizar operaciones con cuentas en cajeros automáticos y comercios, sino solo el teléfono móvil del cliente, garantizando su seguridad y comodidad.', 'En la variable de las audiencias televisivas, que marcan la pauta a los anunciantes para realizar sus inversiones, Mediaset España ha sido el grupo audiovisual líder con el dato más alto de su historia, un 30,7% de share.Telecinco ha sido por tercer año consecutivo la cadena más vista con su mejor dato de los últimos cuatro años, Cuatro ha cerrado el año también con su mejor dato anual desde esa misma fecha y los temáticos han vuelto a crecer, siendo Factoría de Ficción el canal de nicho más visto de 2014 y el resto -Divinity, Energy y Boingliderando en sus respectivos targets objetivos. Respecto a nuestra presencia en internet y redes sociales, podemos afirmar que estamos en la mejor de las posiciones para llegar al consumidor multipantalla, porque la interactividad y la transversalidad de nuestros contenidos televisivos nos colocan en una posición incontestable, como el grupo audiovisual con mayor tráfico en internet con un promedio mensual de 10 millones de usuarios únicos y 54,1 millones de comentarios en las redes sociales en 2014.']",un porcentaje significativo de la población aún no dispone de acceso,un porcentaje significativo de la población aún no dispone de acceso,0.75,0.6666666666666666,1.0
¿Cuál es la consecuencia de lo anterior?,"['Como consecuencia de las conclusiones que ofreció este informe, se han identificado los puntos significativos y las mejoras que deben abordarse en los próximos años.', 'Como consecuencia de este hecho, es previsible que a lo largo de los próximos trimestres se limite aún más el nivel de activos comprometidos en operaciones de financiación a largo plazo.', 'El Grupo tiene una obligación presente (ya sea legal o implícita) como resultado de un suceso pasado.', 'El impacto de esta reforma global sobre la actividad económica es objeto de interés creciente, ya que representa un posible freno para el crecimiento económico.', 'Esta nueva revolución está creando también nuevos desafíos sociales y de sostenibilidad, por lo que debemos estar preparados para hacerles frente.']",es previsible que a lo largo de los próximos trimestres se limite aún más el nivel de activos comprometidos en operaciones de financiación a largo plazo,el Grupo BBVA ni gestiona ni responde de la actividad desarrollada por la Fundación o por las entidades financieras que la Fundación adquiera para el cumplimiento de sus fines,0.0,1.0,1.0
¿Por qué la capacidad de maximizar la utilización de sus activos durante su vida  útil es un factor important? ,"['La capacidad de maximizar la utilización de nuestros activos durante su vida  útil es un factor importante dado que nuestra actividad requiere de importantes  inversiones.', 'Pensamos que nuestros empleados son uno de nuestros principales activos y por eso tenemos el firme compromiso de invertir en ellos y ayudarles a reforzar sus habilidades, capacidades y conocimientos, con el fin de que puedan ofrecer soluciones innovadoras a todos nuestros clientes y contribuir al crecimiento y la estrategia de negocio del Grupo.', 'La fidelidad de los clientes del Grupo es uno de los principales activos de la Compañía, y es por ello que se realizan importantes esfuerzos por mantener a los clientes con más antigüedad a través de la medición de su satisfacción.', 'En Bankia, el cliente es el mayor activo y, por ello, ofrecerle un alto grado de profesionalidad y un servicio de calidad es objetivo fundamental.', 'Durante muchas generaciones hemos aplicado nuestro conocimiento y experiencia para innovar y reinventar la manera de hacer banca, manteniendo las fortalezas que nos han acompañado siempre. Estoy convencida de que lograremos el éxito porque:  nuestro crecimiento, rentabilidad y fortaleza de balance demuestran que nuestra estrategia está funcionando;  nuestro tamaño, diversificación y predictibilidad nos aportan una base sólida para innovar;  nuestra cultura —nuestro foco constante en ser un banco responsable— reforzará la confianza de las personas en nuestra marca.']",nuestra actividad requiere de importantes  inversiones,nuestra actividad requiere de importantes  inversiones,0.25,1.0,1.0
"El hecho de que el internet de las cosas nos permita ofrecer a las ciudades soluciones digitales y eficientes que converjan en una plataforma integral y abierta, ¿qué conlleva?","['En este sentido, en la actualidad, el Internet de las cosas nos permite ofrecer a las ciudades soluciones digitales y eficientes que convergen en una plataforma integral y abierta, gracias a las cuales se pueden reducir costes, aumentar ingresos, mejorar la administración de recursos urbanos y la calidad de vida de sus habitantes.', 'Gracias a nuestro estudio Things Matter, que está centrado en el uso que las personas hacen de las cosas conectadas, podemos visualizar claramente qué aspectos de nuestra sociedad están experimentando, en mayor o menor medida, el impacto de Internet de las Cosas.', 'Gracias al modelo integrado de tiendas y online, nuestros clientes se relacionan con nuestras marcas en el momento, el lugar y el modo que sea más conveniente según sus necesidades.', 'Esta nueva revolución está creando también nuevos desafíos sociales y de sostenibilidad, por lo que debemos estar preparados para hacerles frente.', 'La revolución digital, y sus implicaciones en términos de cambio de los procesos productivos, está llegando cada vez a un mayor número de sectores. Por ello, Dominion ofrece hoy soluciones y servicios a empresas en un amplio abanico de sectores y es previsible que este número se incremente en el futuro próximo.']","se pueden reducir costes, aumentar ingresos, mejorar la administración de recursos urbanos y la calidad de vida de sus habitantes","se pueden reducir costes, aumentar ingresos, mejorar la administración de recursos urbanos y la calidad de vida de sus habitantes",1.0,1.0,1.0
¿A que se debe que la empresa siga reduciendo las emisiones?,"['El total del alcance 1 y 2, foco principal de las emisiones de la entidad al representar el 63,4% de su huella total, han experimentado un descenso del 5% gracias a las diferentes medidas de eficiencia energética que se han ido implantando durante los últimos años, como el cambio de luminarias a sistema LED, las mejoras en domótica y climatización, y la renovación de equipamientos por otros más ecoeficientes, entre otras.', 'Gracias a nuestro Programa de Eficiencia Energética, reconocido con el premio Green Mobile Award de GSMA 2016, continuamos reduciendo nuestras emisiones.', 'Somos conscientes del impacto de nuestra actividad en la sociedad y, por ello, buscamos procesos más eficientes e innovadores, apoyándonos en las nuevas tecnologías, que nos permitan contribuir de forma positiva a lograr un entorno más sostenible.', 'Gracias a esta vocación de excelencia, la compañía mantiene certificaciones en los campos de gestión de calidad, gestión ambiental y seguridad y salud.', 'En 2015, a pesar de avanzar en la certificación de nuevos sistemas de gestión ambiental conforme a ISO 14001 y a los requisitos internos, se ha registrado una disminución del porcentaje de ebitda certificado, como consecuencia de la incorporación de nuevas actividades en Chile donde se está trabajando en adaptarlas a los referenciales internacionales y a los requerimientos internos en materia de gestión ambiental. En materia de cambio climático este año se ha mantenido el avance de los diferentes proyectos encaminados a la determinación de nuestra huella de carbono e identificación de los riesgos y oportunidades derivados del cambio climático.']","a nuestro Programa de Eficiencia Energética, reconocido con el premio Green Mobile Award de GSMA 2016","a nuestro Programa de Eficiencia Energética, reconocido con el premio Green Mobile Award de GSMA 2016",1.0,0.6666666666666666,1.0
"¿Qué ha hecho que los recursos se incrementaran en un 1,8%?","['Los recursos gestionados se incrementaron en un 1,8%, gracias a la incesante dedicación de la red de oficinas y al apoyo de gestores especializados en sectores y en productos. Es especialmente destacable la cuota de presencia en fondos de inversión, situada en el 13,6% del Banco, claramente indicativa del perfil medio de la clientela y su cultura financiera.', 'Los préstamos a las empresas crecieron un 8%, por lo que el total de préstamos asciende a 23.900 millones de libras.', 'La plantilla aumentó un 2,6% dado que se han puesto en marcha nuevas líneas y que ha aumentado la producción.', 'Gracias a esta medida, hemos mejorado la densidad de dichos envíos en un 1,5% respecto al año anterior.', 'A pesar de los esfuerzos, este año el consumo energético fue superior al de 2015 debido a una mayor producción.']",la incesante dedicación de la red de oficinas y al apoyo de gestores especializados en sectores y en productos,la incesante dedicación de la red de oficinas y al apoyo de gestores especializados en sectores y en productos,0.75,0.75,1.0
¿Cuál es el motivo de que la diversidad y la inclusión sea un objetivo estratégico para Acerinox? ,"['La diversidad y la inclusión es para Acerinox un objetivo estratégico porque de lo que se trata es de atraer y retener el talento que se necesita para el éxito, proporcionando los mejores servicios a nuestros clientes en todo el mundo.', 'El programa de reconocido prestigio Carbon Disclosure Program 2014 (CDP), en el que Acerinox participa voluntariamente, ha otorgado a Acerinox la puntuación más alta posible gracias a la progresiva y sustancial reducción de las emisiones de CO2 y su monitorización.', 'Acerinox vende sus productos en los cinco continentes gracias a una red comercial global formada por oficinas y centros de servicio.', 'Igualmente la Junta General de Accionistas acordó a propuesta del Consejo de Administración y, previa propuesta de la Comisión de Nombramientos y Retribuciones, ratificar y nombrar Consejeros por un plazo de cuatro años, tal y como se recoge en los Estatutos Sociales a las siguientes personas: Rafael Miranda Robredo, que fue nombrado Consejero Externo Independiente por cooptación, y Presidente de Acerinox, el día 23 de abril de 2014 en sustitución del anterior Presidente Rafael Naranjo Olmedo, que dejo el cargo el día 21 de abril de 2014 por motivos de salud.', 'Nuestro objetivo es ser la aerolínea líder en precio y servicio a través del Atlántico Norte gracias a una red de corto radio rentable y sostenible. Nuestra estrategia tiene como pilares fundamentales una marca y un servicio sólidos y enfocados en el cliente, una red con atractivas conexiones y una base de costes competitiva y resiliente. Creemos que Aer Lingus está bien posicionada para seguir creciendo exitosamente aprovechando las ventajas de formar parte del Grupo IAG y para alcanzar nuestros objetivos.']","se trata es de atraer y retener el talento que se necesita para el éxito, proporcionando los mejores servicios a nuestros clientes en todo el mundo","de lo que se trata es de atraer y retener el talento que se necesita para el éxito, proporcionando los mejores servicios a nuestros clientes en todo el mundo",1.0,0.6,1.0
¿Qué factores provocaron que Logista Pharma mantuviera su fuerte crecimiento?,"['Por otro lado, Logista Pharma mantuvo su fuerte crecimiento gracias a su especialización en la logística a hospitales y a su modelo de distribución directa a farmacias, que aporta un servicio de claro valor añadido y aúna en un solo distribuidor las ventajas de la distribución directa desde el laboratorio y las de la distribución mayorista.', 'La compañía ha ido ganando volumen merced a un modelo de negocio único en su sector, que le ha permitido aumentar su rentabilidad pese a los ciclos económicos adversos y ganarse la confianza del mercado.', 'Logista continúa disfrutando de la confianza de los fabricantes, gracias a su especializado y completo servicio de distribución y a los servicios de valor añadido que ofrece, así como a su neutralidad operativa.', 'Gracias a nuestra visión estratégica y a un importante rigor en la gestión, acompañada por unos sólidos valores, aquilatados por el fuerte componente familiar, hemos superado con éxito una compleja etapa en la que hemos logrado alcanzar la mayor parte de los objetivos propuestos, afrontando el futuro con solvencia y optimismo.', 'La plantilla aumentó un 2,6% dado que se han puesto en marcha nuevas líneas y que ha aumentado la producción.']","su especialización en la logística a hospitales y a su modelo de distribución directa a farmacias, que aporta un servicio de claro valor añadido y aúna en un solo distribuidor las ventajas de la distribución directa desde el laboratorio y las de la distribución mayorista","su especialización en la logística a hospitales y a su modelo de distribución directa a farmacias, que aporta un servicio de claro valor añadido y aúna en un solo distribuidor las ventajas de la distribución directa desde el laboratorio y las de la distribución mayorista",1.0,0.8,1.0
"¿Con qué motivo Bankinter compensó de forma orgánica, con el negocio de clientes, los resultados de 2016, que incluían los extraordinarios contabilizados?","['Bankinter compensó de forma orgánica, con el negocio de clientes, los resultados de 2016, que incluían los extraordinarios contabilizados con motivo de la operación de compra de Barclays Portugal.', 'La compañía de Bankinter especializada en préstamos al consumo y tarjetas de crédito se ha consolidado como una de las principales palancas de crecimiento del banco gracias a sus excepcionales resultados durante 2017.', 'Bankinter ha sido el único banco que ha pagado todos sus dividendos en efectivo y, además, de forma trimestral, gracias al sólido crecimiento del negocio y a su buena situación en términos de solvencia, que le ha permitido no verse afectado por las restricciones marcadas por los organismos supervisores en la preservación del capital.', 'En 2016, 4 millones de nuevos clientes han confiado en nosotros, con lo que la cifra total de clientes del Banco es ya de 125 millones.', 'Nuevas reglas que aceptamos de buen grado pues son iguales para todos y Bankinter tiene plena capacidad para cumplir con ellas como el que más.']",la operación de compra de Barclays Portugal,la operación de compra de Barclays Portugal,1.0,0.6666666666666666,1.0
¿Qué efecto ha tenido esa experiencia?,"['Como resultado de esa experiencia, Sasso ha lanzado un exitoso test en Arabia Saudí.', 'También se ha mejorado la interfaz gráfica general, con lo que se consigue una mejor experiencia de usuario.', 'En vista de estas difíciles circunstancias, creo que el nuevo equipo directivo de Vueling ha hecho un fantástico trabajo. Se han enfrentado a estos retos, han sido honestos acerca de los problemas que les afectaban y no se desentendieron de los errores que se cometieron a nivel interno. El nuevo equipo ha restablecido el desempeño operativo de la aerolínea, ha potenciado la resiliencia de la red.', 'Gracias a esta intervención, se ha atendido a cerca de 70.000 personas en consultas externas y de salud mental.', 'Nuestra evolución en los últimos años y nuestras fortalezas nos permiten acelerar nuestra transformación']",Sasso ha lanzado un exitoso test en Arabia Saudí,Sasso ha lanzado un exitoso test en Arabia Saudí,1.0,1.0,0.5
"¿Gracias a qué ha consolidado Portis su presencia en la península, especialmente en el noroeste a través de la recientemente adquirida Enor?","['Portis ha consolidado su presencia en la península, especialmente en el noroeste a través de la recientemente adquirida Enor, gracias a su estrategia de expansión basada en una oferta completa de mantenimiento y especial atención al servicio al cliente.', 'Durante el presente mes de mayo hemos firmado un contrato para el suministro de ascensores y escaleras mecánicas en cuatro cruceros de lujo. Gracias a la integración de Enor en el año 2013, nos introducimos en un nuevo nicho de mercado en fase expansión.', 'La compañía ha ido ganando volumen merced a un modelo de negocio único en su sector, que le ha permitido aumentar su rentabilidad pese a los ciclos económicos adversos y ganarse la confianza del mercado.', 'Con una plantilla superior a las 60 personas, y una facturación anual cercana a los 10 millones de euros, ha experimentado un importante crecimiento durante los últimos años gracias a la apuesta realizada por modernizar sus instalaciones, métodos y procesos productivos.  Crecimiento significativo en negocios relacionados con el diseño y construcción de sistemas de transporte llave en mano para operar y, cuando los clientes así lo requieran, realizar su mantenimiento Uoperación, en solitario o en alianza, incluyendo inversión de capital según el caso.  Continuación del esfuerzo inversor en desarrollo tecnológico, tanto en lo referido a tecnologías como a productos de alto valor añadido, comercializables a nivel de componente, subsistema o material destinado a proveer a los clientes en todas nuestras ramas de actividad (material rodante, señalización, energía, gestión de datos, inspecciones, etc.).', 'En cuanto a los equipos navales, gracias a la colaboración entre distintas empresas Otis a nivel mundial se consiguieron importantes contrataciones en 2014, destacando el contrato de instalación de dos floteles que la petrolera mexicana Pemex construirá en los dos astilleros de Galicia: Barreras en Vigo y Navantia en Ferrol.']",a su estrategia de expansión basada en una oferta completa de mantenimiento y especial atención al servicio al cliente,a su estrategia de expansión basada en una oferta completa de mantenimiento y especial atención al servicio al cliente,1.0,0.6,1.0
"¿Por qué debe ser conocido, suscrito y cumplido el Código Ético y de Conducta por todos los trabajadores y miembros de los órganos de gobierno de Prosegur?","['El Código Ético y de Conducta es un instrumento vinculante, por lo que debe ser conocido, suscrito y cumplido por todos los trabajadores y miembros de los órganos de gobierno de Prosegur. Los empleados también deben colaborar para facilitar su implantación, así como comunicar los posibles incumplimientos de los que tengan conocimiento a través del canal de denuncias.', 'Todos los empleados de Gestamp tienen la obligación de conocer, comprender y aplicar el Código. Por ello, en el plan de bienvenida de los nuevos empleados se incluye un curso de formación específico obligatorio.', '• Construir un Prosegur más ágil, rápido, consistente y homogéneo, gracias a la simplificación de procesos y estructuras que redunden en una mejor toma de decisiones', 'Esta cultura de riesgos se define a través de cinco principios que han de formar parte de la gestión del día a día de todos los empleados del Grupo: Responsabilidad, porque todas las unidades y empleados (con independencia de la función que desempeñen) deben conocer y entender los riesgos en que incurren en su actividad diaria y ser responsables de su identificación, valoración, gestión y reporte', '• Direcciones de negocio: con el nuevo modelo, las tres líneas de negocio de Prosegur (Soluciones Integrales de Seguridad, Logística de Valores y Gestión de Efectivo, y Alarmas) se erigen como los principales ejes estructurales de la organización global. Dentro de cada una de las tres direcciones de negocio se han establecido las divisiones geográficas de Iberoamérica (LATAM) y Resto del Mundo (ROW). A su vez, la región de Asia-Pacífico mantiene cierta autonomía debido a las particularidades que presentan estos mercados.']","es un instrumento vinculante, por lo que debe ser conocido, suscrito y cumplido por todos los trabajadores y miembros de los órganos de gobierno de Prosegur",es un instrumento vinculante,0.75,1.0,1.0
¿A qué se atribuye la favorable evolución de doble dígito en Reino Unido y EE.UU.?,"['Si en lugar de por concepto, analizamos el margen de intereses por áreas geográficas cabe destacar: – Favorable evolución en Reino Unido (+16,5%) y EE.UU. (+11,2%) que aumentan a doble dígito gracias al esfuerzo realizado en reducir el coste de los depósitos minoristas en el primer caso y a la mayor actividad en consumo (SCUSA) en el segundo.', 'Por unidades, crecimientos generalizados, ya que nueve de la diez principales unidades suben, y seis de ellas lo hacen a doble dígito.', 'Esta tendencia favorable se produjo a pesar de haberse generado menores comisiones de mantenimiento de cuentas debido a la suspensión de su cobro al segmento retail, impuesta por el Consejo de Estado turco, y de los altos ingresos generados en el 2016 por el programa de millas Miles & Smiles.', 'Nuestra evolución en los últimos años y nuestras fortalezas nos permiten acelerar nuestra transformación', 'Europa ha tenido una primera mitad del año con fuerte incremento del consumo aparente, debido al incremento en la utilización por parte de los clientes finales pero también debido a la recuperación de stocks en la cadena de suministro.']",al esfuerzo realizado en reducir el coste de los depósitos minoristas en el primer caso y a la mayor actividad en consumo (SCUSA) en el segundo,al esfuerzo realizado en reducir el coste de los depósitos minoristas en el primer caso y a la mayor actividad en consumo (SCUSA) en el segundo,1.0,1.0,1.0
¿Qué ha permitido que la cosecha 16/17 haya sido excelente con un incremento del 22% en la superficie cultivada?,"['La cosecha 16/17 ha sido excelente con un incremento del 22% en la superficie cultivada debido a la combinación de condiciones favorables (climáticas, fin de restricciones de agua en Texas, falta de alternativas más rentables) que deja la segunda mayor producción de la historia.', 'La plantilla aumentó un 2,6% dado que se han puesto en marcha nuevas líneas y que ha aumentado la producción.', 'La fase de grupos de la temporada 2016-17 promedió un 28,0 % y 5.080.000 espectadores, con lo que mejoró en 1,1 puntos más el resultado del año anterior.', 'Esta operación es positiva para los accionistas, ya que se estima que mejora el beneficio por acción (BPA) desde 2016.', 'En 2017 las ventas han aumentado un 4,3% como consecuencia de una ligera recuperación de la situación general económica y también del sector de la construcción.']","la combinación de condiciones favorables (climáticas, fin de restricciones de agua en Texas, falta de alternativas más rentables) que deja la segunda mayor producción de la historia","la combinación de condiciones favorables (climáticas, fin de restricciones de agua en Texas, falta de alternativas más rentables) que deja la segunda mayor producción de la historia",1.0,0.5714285714285714,1.0
