user_input,retrieved_contexts,response,reference,nv_accuracy,faithfulness,nv_context_relevance
¿Qué ha permitido que la cosecha 16/17 haya sido excelente con un incremento del 22% en la superficie cultivada?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Llevamos años siendo cada vez más y más eficientes, por eso también cada vez es más difícil mejorar.']","Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas","la combinación de condiciones favorables (climáticas, fin de restricciones de agua en Texas, falta de alternativas más rentables) que deja la segunda mayor producción de la historia",0.0,0.4,0.0
¿La colaboración entre distintas empresa Otis a nivel mundial qué ha permitido?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Llevamos años siendo cada vez más y más eficientes, por eso también cada vez es más difícil mejorar.']",el 97% son reciclados por empresas especializadas,"se consiguieron importantes contrataciones en 2014, destacando el contrato de instalación de dos floteles que la petrolera mexicana Pemex construirá en los dos astilleros de Galicia: Barreras en Vigo y Navantia en Ferrol",0.0,0.5,0.0
¿Por qué razón la difusión de información financiera incorrecta o de baja calidad podría provocar una disminución significativa del valor de la Sociedad?,"['Del mismo modo, la calidad y fiabilidad de la información financiera que las empresas cotizadas difunden al mercado es un elemento fundamental para la credibilidad de la Sociedad, que afecta de forma significativa al valor que el mercado le asigna, por lo que la difusión de información financiera incorrecta o de baja calidad podría provocar una disminución significativa del valor de la Sociedad, con el consiguiente perjuicio para sus accionistas.', 'El Grupo podría hacer frente a pérdidas financieras, la suspensión de las operaciones o el menoscabo de la reputación de sus marcas, con motivo de un ataque a los sistemas del Grupo por delincuentes, terroristas o gobiernos extranjeros.', 'Este nivel de deuda pública representa un factor claro de vulnerabilidad financiera ante cambios en el sentimiento inversor, ya que implica unas necesidades de financiación elevadas del sector público y limita el margen de actuación de la política fiscal en un eventual escenario de desaceleración.', 'Capacitación financiera gracias a las tecnologías digitales', 'Riesgo reputacional: se define como el riesgo de un impacto económico negativo, actual o potencial, debido a un menoscabo en la percepción del Banco por parte de los empleados, clientes, accionistas/inversores y la sociedad en general.']","la calidad y fiabilidad de la información financiera que las empresas cotizadas difunden al mercado es un elemento fundamental para la credibilidad de la Sociedad, que afecta de forma significativa al valor que el mercado le asigna","la calidad y fiabilidad de la información financiera que las empresas cotizadas difunden al mercado es un elemento fundamental para la credibilidad de la Sociedad, que afecta de forma significativa al valor que el mercado le asigna",1.0,1.0,1.0
¿Qué efecto tuvo en 2016 para Santander Chile  la simplificación de procesos y  un mayor foco en el cliente?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.']",el 97% son reciclados por empresas especializadas,logró una mejora sustancial en los indicadores de satisfacción de clientes,0.0,0.3333333333333333,0.0
¿El hecho de que represente un posible freno para el crecimiento económico qué ha supuesto?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Llevamos años siendo cada vez más y más eficientes, por eso también cada vez es más difícil mejorar.']",también cada vez es más difícil mejorar,El impacto de esta reforma global sobre la actividad económica es objeto de interés creciente,0.25,0.5,0.5
"¿Qué genera el riesgo reputacional, definido como el riesgo de un impacto económico negativo, actual o potencial?","['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.']","Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC","un menoscabo en la percepción del Banco por parte de los empleados, clientes, accionistas/inversores y la sociedad en general",0.0,1.0,0.0
"¿A qué se debió que la cifre de negocio disminuyera un 14,0%?","['La cifra de negocio disminuyó un 14,0% hasta los 401,3 millones de euros, debido a una severa bajada del mercado local y a las fluctuaciones adversas de tipo de cambio tanto en Brasil como en Argentina.', 'El ebitda disminuye un 20,9% debido al impacto de una menor demanda y un efecto negativo de los tipos de cambio (–46 millones de euros).', 'En 2014 ha continuado la caída en ventas como consecuencia de la situación general económica y en particular del sector de la construcción.', 'El EBITDA ajustado descendió un 9,4% en 2017 hasta EUR568.6m, una caída del 8,9% a divisa constante. Este descenso tuvo su reflejo en una erosión de 65 puntos básicos en el margen EBITDA ajustado, que fue del 6,6% en el año como resultado de la política de precios implementada en España en la segunda mitad del año.', 'Estas ventas han supuesto un ingreso de 2.412 millones de euros en el ejercicio 2016, un 16,4% inferior al del ejercicio 2015 como consecuencia de la caída en las unidades físicas vendidas y del menor precio medio de venta.']",a una severa bajada del mercado local y a las fluctuaciones adversas de tipo de cambio tanto en Brasil como en Argentina,a una severa bajada del mercado local y a las fluctuaciones adversas de tipo de cambio tanto en Brasil como en Argentina,1.0,1.0,1.0
¿Cómo se explica que el total de préstamos ascienda a 23.900 millones de libras?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.']",consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC,Los préstamos a las empresas crecieron un 8%,0.25,0.5,0.0
"¿Qué les ha permitido su visión estratégica y un importante rigor en la gestión, acompañada por unos sólidos valores, aquilatados por el fuerte componente familiar?","['Gracias a nuestra visión estratégica y a un importante rigor en la gestión, acompañada por unos sólidos valores, aquilatados por el fuerte componente familiar, hemos superado con éxito una compleja etapa en la que hemos logrado alcanzar la mayor parte de los objetivos propuestos, afrontando el futuro con solvencia y optimismo.', 'También, en la relación con sus propietarios, la Compañía refleja sus valores corporativos ya que les ofrece un canal directo con la Compañía para la resolución de incidencias, ofrecer respuesta ágil a sus inquietudes y necesidades de información, con el objetivo de reforzar el vínculo y el orgullo de pertenencia, a través de la aportación de valor al negocio entendida en su más amplio sentido.', 'Gracias a esta vocación de excelencia, la compañía mantiene certificaciones en los campos de gestión de calidad, gestión ambiental y seguridad y salud.', 'La compañía ha ido ganando volumen merced a un modelo de negocio único en su sector, que le ha permitido aumentar su rentabilidad pese a los ciclos económicos adversos y ganarse la confianza del mercado.', 'Durante muchas generaciones hemos aplicado nuestro conocimiento y experiencia para innovar y reinventar la manera de hacer banca, manteniendo las fortalezas que nos han acompañado siempre. Estoy convencida de que lograremos el éxito porque:  nuestro crecimiento, rentabilidad y fortaleza de balance demuestran que nuestra estrategia está funcionando;  nuestro tamaño, diversificación y predictibilidad nos aportan una base sólida para innovar;  nuestra cultura —nuestro foco constante en ser un banco responsable— reforzará la confianza de las personas en nuestra marca.']","hemos superado con éxito una compleja etapa en la que hemos logrado alcanzar la mayor parte de los objetivos propuestos, afrontando el futuro con solvencia y optimismo","hemos superado con éxito una compleja etapa en la que hemos logrado alcanzar la mayor parte de los objetivos propuestos, afrontando el futuro con solvencia y optimismo",1.0,0.7142857142857143,1.0
¿Qué consecuencia ha tenido la adquisición de TSB (T16)?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.']","También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16",En ellos se incluye la ampliación de capital con derecho de suscripción preferente por 1.607 millones de euros llevada a cabo en el mes de abril de 2015,0.0,0.5,0.0
¿Qué explica que la campaña haya tenido gran repercusión y visibilidad?,"['Gracias a la emisión de la serie de Antena 3, Tiempos de Guerra, la campaña ha tenido gran repercusión y visibilidad. 7.3.3.', 'Gracias a esta intervención, se ha atendido a cerca de 70.000 personas en consultas externas y de salud mental.', 'Todas las marcas han realizado una más que destacable función social y cultural en sus territorios de influencia gracias a acciones de patrocinio, mecenazgo y de responsabilidad social corporativa.', 'Gracias a nuestra visión estratégica y a un importante rigor en la gestión, acompañada por unos sólidos valores, aquilatados por el fuerte componente familiar, hemos superado con éxito una compleja etapa en la que hemos logrado alcanzar la mayor parte de los objetivos propuestos, afrontando el futuro con solvencia y optimismo.', 'Estoy segura de que lo conseguiremos porque contamos con un equipo dispuesto a esforzarse al máximo para dar el mejor servicio a los clientes.']","la emisión de la serie de Antena 3, la campaña ha tenido gran repercusión y visibilidad. 7.3.3.</doc><doc>
Gracias a esta intervención, se ha atendido a cerca de 70.000 personas en consultas externas y de salud mental</doc><doc>
Todas las marcas han realizado una más que destacable función social y cultural en sus territorios de influencia gracias a acciones de patrocinio, mecenazgo y de responsabilidad social corporativa</doc><doc>
Gracias a nuestra visión estratégica y a un importante rigor en la gestión, acompañada por unos sólidos valores, aquilatados por el fuerte componente familiar, hemos superado con éxito una compleja etapa en la que hemos logrado alcanzar la mayor parte de los objetivos propuestos, afrontando el futuro con solvencia y optimismo</doc><doc>
Estoy segura de que lo conseguiremos porque contamos con un equipo dispuesto a esforzarse al máximo para dar el mejor servicio a los clientes</doc>","la emisión de la serie de Antena 3, Tiempos de Guerra",0.75,0.6666666666666666,1.0
¿Qué consecuencia ha tenido la disminución de las ventas físicas y del precio medio de venta?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Llevamos años siendo cada vez más y más eficientes, por eso también cada vez es más difícil mejorar.']",también cada vez es más difícil mejorar</doc>,"En términos económicos, los ingresos por ventas de gas fueron de 2.378 millones de euros, 484 millones menores (–16,9%) a los del ejercicio 2014",0.0,0.3333333333333333,0.0
¿Qué facilitará que el objetivo del programa siga siendo reducir los gastos de explotación? ,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Llevamos años siendo cada vez más y más eficientes, por eso también cada vez es más difícil mejorar.']","Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas",la simplificación de la flota y a inversiones en inmovilizado ágiles y flexibles,0.0,1.0,0.5
¿A qué se debe que el proyecto de El Estirón se amplié y gane difusión?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Llevamos años siendo cada vez más y más eficientes, por eso también cada vez es más difícil mejorar.']","a que el 97% son reciclados por empresas especializadas, por lo que Su reutilización no es posible pero sí su reciclaje",a la sinergia de los soportes y altavoces con los que cuenta objetivo Bienestar,0.0,0.0,0.0
Gracias a qué han desarrollado en 2014 cuatro nuevos greenfields que revertirán en nuevos incrementos de los márgenes a futuro?,"['Al margen de nuestra apuesta por Asia, seguimos focalizando nuestra inversión en otros mercados con fuerte potencial de crecimiento, como es el caso de México. En 2014, hemos desarrollado cuatro nuevos greenfields que revertirán en nuevos incrementos de los márgenes a futuro gracias al fuerte dinamismo de la demanda doméstica y al tirón de las exportaciones a Estados Unidos. Hoy, el mercado de NAFTA, supera ya el 20% de nuestras ventas.', 'Simultáneamente, hemos comenzado a trabajar en la cuarta edición, que supondrá una importante ampliación del alcance del programa, ya que también abarcará cuestiones adicionales de sostenibilidad ambiental.', 'Gran parte de las líneas están en proceso de ejecución, dado que muchos de los objetivos propuestos se han trazado a 2015.', 'En 2015, a pesar de avanzar en la certificación de nuevos sistemas de gestión ambiental conforme a ISO 14001 y a los requisitos internos, se ha registrado una disminución del porcentaje de ebitda certificado, como consecuencia de la incorporación de nuevas actividades en Chile donde se está trabajando en adaptarlas a los referenciales internacionales y a los requerimientos internos en materia de gestión ambiental. En materia de cambio climático este año se ha mantenido el avance de los diferentes proyectos encaminados a la determinación de nuestra huella de carbono e identificación de los riesgos y oportunidades derivados del cambio climático.', 'En el año 2014 destaca el movimiento de saldos de depósitos a plazo a cuentas a la vista, como resultado del entorno de tipos de interés bajos.']",al fuerte dinamismo de la demanda doméstica y al tirón de las exportaciones a Estados Unidos,al fuerte dinamismo de la demanda doméstica y al tirón de las exportaciones a Estados Unidos,1.0,0.5,1.0
¿Por qué razón no quiere extenderse mucho en esto? ,"['No obstante, no queremos caer en la autocomplacencia porque nuestra constante es crecer, superar retos, nunca acomodarnos en la tentadora zona de lo fácil.', 'No quiero extenderme mucho en esto porque la consejera delegada lo explica con detalle en este mismo informe, pero sí quiero poner énfasis en la calidad de los resultados.', 'Nuestra trayectoria avala ese propósito de estabilidad, porque mantenemos el nombre, no nos hemos fusionado con nadie y no hemos comprado nada en España.', 'Un crecimiento que hemos alcanzado sin realizar ampliaciones de capital y gracias a una política prudente de distribución del dividendo.', 'En las cuentas anuales consolidadas adjuntas no se ha registrado provisión alguna por este concepto, ya que no están previstas situaciones de esta naturaleza.']","la consejera delegada lo explica con detalle en este mismo informe, pero sí quiero poner énfasis en la calidad de los resultados",la consejera delegada lo explica con detalle en este mismo informe,0.75,1.0,1.0
"¿A que se ha atribuido que las ventas netas aumentasen un 25,7% en moneda local, pero descendiesen un 1,5% en euros hasta los 3.122 millones?","['Las ventas netas aumentaron un 25,7% en moneda local, pero descendieron un 1,5% en euros hasta los 3.122 millones debido a la depreciación de las divisas registradas en el año (-4,8% real brasileño, -37,4% peso argentino y -5,2% yuan chino)', 'Estas ventas han supuesto un ingreso de 2.412 millones de euros en el ejercicio 2016, un 16,4% inferior al del ejercicio 2015 como consecuencia de la caída en las unidades físicas vendidas y del menor precio medio de venta.', 'La cifra de negocio disminuyó un 14,0% hasta los 401,3 millones de euros, debido a una severa bajada del mercado local y a las fluctuaciones adversas de tipo de cambio tanto en Brasil como en Argentina.', 'El ebitda disminuye un 20,9% debido al impacto de una menor demanda y un efecto negativo de los tipos de cambio (–46 millones de euros).', 'Estas ventas han supuesto un ingreso de 2.885 millones de euros en el ejercicio 2015, un 5,3% menor al del ejercicio 2014 ya que la caída en las ventas físicas como consecuencia de la reducción en el número de clientes a precio regulado (–9,5%) y el incremento del coste de la energía no se ha visto compensada por el incremento del precio medio de venta.']","a la depreciación de las divisas registradas en el año (-4,8% real brasileño, -37,4% peso argentino y -5,2% yuan chino)","a la depreciación de las divisas registradas en el año (-4,8% real brasileño, -37,4% peso argentino y -5,2% yuan chino)",0.75,1.0,1.0
¿A qué se debe que las incidencias en todas las plataformas se hayan reducido en un 61% con respecto al año anterior?,"['Gracias a estas y otras mejoras, las incidencias en todas las plataformas se han reducido en un 61% con respecto al año anterior.', 'Se han reducido los índices de frecuencia y gravedad, como consecuencia de la disminución de los accidentes sin baja y no se han registrado accidentes graves, muy graves O mortales, ni enfermedades profesionales.', 'Gracias a estas medidas, tal y como queda reflejado en la gráfica anterior, hemos alcanzado una reducción del 6% en el consumo de energía eléctrica por prenda puesta en el mercado y de un 3% con respecto a las ventas, en comparación con 2016.', 'Gracias a esta medida, hemos mejorado la densidad de dichos envíos en un 1,5% respecto al año anterior.', 'Gracias a los diversos esfuerzos que se realizaron durante 2016, hemos reducido nuestro consumo global de agua en un 4,4% con respecto a 2015.']",a estas y otras mejoras,a estas y otras mejoras,1.0,0.3333333333333333,1.0
¿Qué implica el hecho de que el VaR sea un análisis estático del riesgo de la cartera?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.']",el 97% son reciclados por empresas especializadas,la situación podría cambiar significativamente a lo largo del día siguiente,0.0,0.0,0.0
¿A qué se debe que el beneficio antes de impuestos crezca menos que los anteriores márgenes? ,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.']",consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC,"a (i)n un aumento de los costes financieros asociados a la elevada volatilidad de tipo de cambio del US$ durante el ejercicio (el Grupo realiza una parte significativa de sus compras en US$) y (ii) a una peor evolución de los resultados no recurrentes, con una menor generación de ingresos procedente de la venta activos frente a las que se verificaron en 2016 (venta de inmuebles y venta del negocio de Puerto Rico,",0.25,0.3333333333333333,0.0
¿Qué ha supuesto que Santander haya querido proporcionar a sus clientes una experiencia de servicio excelente?,"['Santander quiere proporcionar a sus clientes una experiencia de servicio excelente y, por ello, durante este año ha puesto en marcha nuevas iniciativas que pretenden mejorar los procesos desde la visión del cliente incorporando los beneficios que supone la transformación digital.', 'Santander es uno de los bancos más rentables y eficientes gracias al talento y trabajo de nuestros equipos, que han conseguido unos resultados excelentes, haciendo las cosas de manera más sencilla, personal y justa.', 'CLAVES DEL EJERCICIO 2016 En 2016 Santander Chile logró una mejora sustancial en los indicadores de satisfacción de clientes gracias a la simplificación de procesos y a un mayor foco en el cliente, y cerrando así la brecha que existía con los principales competidores en materia de calidad de servicio.', 'Llevará a cabo actividades que aporten valor y ayuden a reforzar la relación personal con determinados clientes, por lo que será una oficina evolucionada que permitirá al Banco testar un nuevo modelo de atención y servicio.', 'La transformación digital está impactada por los cambios en los hábitos de los consumidores, y por ello se ha iniciado un nuevo modelo de relación con los clientes, buscando nuevas formas de acercarse, allí donde ellos estén, para ser más convenientes. El objetivo ha sido mejorar la propuesta de valor y servicio del Grupo, asegurando la metodología y sistemática comercial, adaptándose a los diferentes segmentos y llevando la relación con el cliente donde más lo necesita en cada momento.']",durante este año ha puesto en marcha nuevas iniciativas que pretenden mejorar los procesos desde la visión del cliente incorporando los beneficios que supone la transformación digital,durante este año ha puesto en marcha nuevas iniciativas que pretenden mejorar los procesos desde la visión del cliente incorporando los beneficios que supone la transformación digital,1.0,0.8333333333333334,1.0
¿Qué impacto tiene un mayor foco en la reducción del coste del pasivo?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.']",el 97% son reciclados por empresas especializadas,continúa el crecimiento de los depósitos en los mercados maduros aunque a menor ritmo,0.0,0.5,0.0
¿Cuál es la razón de que la plantilla participe de él?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Llevamos años siendo cada vez más y más eficientes, por eso también cada vez es más difícil mejorar.']","Llevamos años siendo cada vez más y más eficientes, por ello también cada vez es más difícil mejorar.",El I+D+i dentro de la compañía no se limita sólo a un departamento sino que se encuentra en cada fase de producción,0.0,0.5,0.5
¿Qué consecuencia tiene que la satisfacción y experiencia de sus clientes siga siendo su prioridad?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Llevamos años siendo cada vez más y más eficientes, por eso también cada vez es más difícil mejorar.']",también cada vez es más difícil mejorar,"continuamos trabajando en la excelencia operativa , con nuevos procesos más sencillos, eficientes y omnichannel, desarrollados con metodología Agile, y también en mejorar la calidad de servicio",0.0,0.5,0.0
