user_input,retrieved_contexts,response,reference,nv_accuracy,faithfulness,nv_context_relevance
¿Qué supone la digitalización para satisfacer las demandas de nuestros clientes y preparar la Compañía para un mundo hiperconectado?,"['La digitalización es necesaria para satisfacer las demandas de nuestros clientes, ofrecer la mejor experiencia diferencial y preparar la Compañía para un mundo hiperconectado. Por ello, desde Telefónica transformamos nuestro negocio buscando la automatización y la gestión en tiempo real de todos los procesos, impulsando la multicanalidad, reduciendo los costes asociados a la atención de los clientes y, a su vez, mejorando su experiencia y satisfacción con nuestros servicios.', 'La transformación digital está impactada por los cambios en los hábitos de los consumidores, y por ello se ha iniciado un nuevo modelo de relación con los clientes, buscando nuevas formas de acercarse, allí donde ellos estén, para ser más convenientes. El objetivo ha sido mejorar la propuesta de valor y servicio del Grupo, asegurando la metodología y sistemática comercial, adaptándose a los diferentes segmentos y llevando la relación con el cliente donde más lo necesita en cada momento.', 'Santander quiere proporcionar a sus clientes una experiencia de servicio excelente y, por ello, durante este año ha puesto en marcha nuevas iniciativas que pretenden mejorar los procesos desde la visión del cliente incorporando los beneficios que supone la transformación digital.', 'La revolución digital, y sus implicaciones en términos de cambio de los procesos productivos, está llegando cada vez a un mayor número de sectores. Por ello, Dominion ofrece hoy soluciones y servicios a empresas en un amplio abanico de sectores y es previsible que este número se incremente en el futuro próximo.', 'Gracias a la introducción de tecnologías innovadoras y el desarrollo de nuevas soluciones y procesos de negocio, buscamos convertirnos en un Grupo más efectivo, eficiente y orientado al cliente.', 'Operamos en una industria global y altamente competitiva por lo que no sólo debemos adaptarnos de forma continuada a los requisitos de nuestros clientes sino que consideramos el I+D una oportunidad de ventaja competitiva.', 'Los clientes digitales aumentaron en el año 2017 un 10%, hasta los 4,4 millones de clientes, como resultado de nuestro firme compromiso con la transformación digital.', 'Otro ejemplo de ecoeficiencia es la digitalización de las facturas de nuestros clientes gracias a las nuevas tecnologías.', 'Vivimos una parte cada vez más importante de nuestra vida a través de la conectividad y los servicios digitales, por eso, sabemos que la responsabilidad que asumimos en este ámbito condiciona el éxito a futuro. Así lo ven también nuestros grupos de interés, en particular inversores y analistas, que consideran que la seguridad y la privacidad es una de las temáticas más importantes en nuestro compromiso hacia el cliente (ver capítulo Materialidad).', 'Desde el pasado año, Grupo DIA viene desarrollando un ambicioso proyecto que supone la reingeniería y digitalización de los principales procesos del área comercial de la Compañía. Como resultado del proyecto, se están obteniendo beneficios, tales como la optimización y estandarización de procesos, digitalización completa de la información, trazabilidad de la misma y la reducción del time to market. La solución elegida para la digitalización de los procesos es la herramienta AuraPortal, uno de los software BPM (Business Process Management) líderes en el sector, que permite modelar, implementar y ejecutar procesos de forma automática.']","desde Telefónica transformamos nuestro negocio buscando la automatización y la gestión en tiempo real de todos los procesos, impulsando la multicanalidad, reduciendo los costes asociados a la atención de los clientes y, a su vez, mejorando su experiencia y satisfacción con nuestros servicios","desde Telefónica transformamos nuestro negocio buscando la automatización y la gestión en tiempo real de todos los procesos, impulsando la multicanalidad, reduciendo los costes asociados a la atención de los clientes y, a su vez, mejorando su experiencia y satisfacción con nuestros servicios",1.0,0.8888888888888888,1.0
"¿Qué efecto han supuesto las acciones de patrocinio, mecenazgo y de responsabilidad social corporativa?","['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.', 'Llevará a cabo actividades que aporten valor y ayuden a reforzar la relación personal con determinados clientes, por lo que será una oficina evolucionada que permitirá al Banco testar un nuevo modelo de atención y servicio.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Todos los riesgos están transferidos a la compañía de seguros, ya que esta incluso asegura la garantía indicada anteriormente.', 'Además, se ha procedido a revisar el estado actual de las instalaciones obteniendo como resultado unas propuestas de mejora de ahorro y eficiencia energética.', 'En algunas ocasiones, la solución a las reclamaciones puede ser local pero, en otras, deben intervenir las direcciones centrales. Por eso, el defensor del cliente coordina fábricas, ingeniería, dirección de obras, etc... para ofrecer una respuesta integral.']",el 97% son reciclados por empresas especializadas,Todas las marcas han realizado una más que destacable función social y cultural en sus territorios de influencia ,0.0,0.5,0.0
¿Qué ha provocado el estancamiento del mercado sudafricano?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.', 'Llevará a cabo actividades que aporten valor y ayuden a reforzar la relación personal con determinados clientes, por lo que será una oficina evolucionada que permitirá al Banco testar un nuevo modelo de atención y servicio.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Todos los riesgos están transferidos a la compañía de seguros, ya que esta incluso asegura la garantía indicada anteriormente.', 'Además, se ha procedido a revisar el estado actual de las instalaciones obteniendo como resultado unas propuestas de mejora de ahorro y eficiencia energética.', 'En algunas ocasiones, la solución a las reclamaciones puede ser local pero, en otras, deben intervenir las direcciones centrales. Por eso, el defensor del cliente coordina fábricas, ingeniería, dirección de obras, etc... para ofrecer una respuesta integral.']",el 97% son reciclados por empresas especializadas,"Columbus ha debido exportar una mayor parte de su producción a los restantes mercados del Grupo, en los que se ha beneficiado de la devaluación de la moneda local, el rand sudafricano",0.0,0.0,0.0
"¿Qué implica que, desde la fusión, siga creciendo todos los meses respecto al mismo mes del año anterior?","['Desde la fusión, sigue creciendo todos los meses respecto al mismo mes del año anterior, con lo que encadena, a cierre del Ejercicio 2014, 27 meses de crecimiento ininterrumpido.', 'Por unidades, crecimientos generalizados, ya que nueve de la diez principales unidades suben, y seis de ellas lo hacen a doble dígito.', 'La compañía ha ido ganando volumen merced a un modelo de negocio único en su sector, que le ha permitido aumentar su rentabilidad pese a los ciclos económicos adversos y ganarse la confianza del mercado.', 'El resultado antes de impuestos, que refleja mejor la evolución del negocio, crece un 8% gracias al aumento de volúmenes, la buena gestión de márgenes y el control de costes.', 'Importante crecimiento de los ROF (+15,9% interanual), gracias al muy buen desempeño de la Unidad de Global Markets, fundamentalmente durante la primera parte del ejercicio.', 'Sin considerar esta venta, el beneficio neto ha crecido un 25,4% principalmente debido al buen desempeño del margen financiero y las comisiones cobradas y por un adecuado control de los gastos de administración y promoción.', 'Un crecimiento que hemos alcanzado sin realizar ampliaciones de capital y gracias a una política prudente de distribución del dividendo.', 'Los ingresos del periodo enero-diciembre de 2014 ascienden a 1.719 millones de euros y aumentan un 7,8% interanual, debido al crecimiento tanto del negocio móvil como del fijo.', 'Esta operación es positiva para los accionistas, ya que se estima que mejora el beneficio por acción (BPA) desde 2016.', 'Gracias a esta medida, hemos mejorado la densidad de dichos envíos en un 1,5% respecto al año anterior.']","encadena, a cierre del Ejercicio 2014, 27 meses de crecimiento ininterrumpido","encadena, a cierre del Ejercicio 2014, 27 meses de crecimiento ininterrumpido",1.0,1.0,1.0
¿Qué les permite afirmar que hoy en día son lo que son?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Llevamos años siendo cada vez más y más eficientes, por eso también cada vez es más difícil mejorar.', 'Además, se ha procedido a revisar el estado actual de las instalaciones obteniendo como resultado unas propuestas de mejora de ahorro y eficiencia energética.', 'Llevará a cabo actividades que aporten valor y ayuden a reforzar la relación personal con determinados clientes, por lo que será una oficina evolucionada que permitirá al Banco testar un nuevo modelo de atención y servicio.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.', 'No quiero extenderme mucho en esto porque la consejera delegada lo explica con detalle en este mismo informe, pero sí quiero poner énfasis en la calidad de los resultados.']","Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas","la confianza que la empresa tuvo en nosotros y destacaría dos razonamientos claros: primero, que somos una radio comercial donde tenemos que hacer buena radio para ser un buen soporte publicitario y segundo que es fundamental saber que por motivos de cobertura somos segundos, pero no podemos pensar en ser segundones",0.0,1.0,1.0
¿Debido a qué está segura de que lo conseguirán?,"['Estoy segura de que lo conseguiremos porque contamos con un equipo dispuesto a esforzarse al máximo para dar el mejor servicio a los clientes.', 'En este sentido, me gustaría enfatizar que nuestro retorno más inmediato se produce hacia los 37 millones de clientes que confían en nosotros, porque una aseguradora más eficaz siempre ofrece mejores productos y servicios.', 'Soy una incondicional de la unidad europea, porque creo que unidos podemos hacer muchísimo más que separados.', 'Nuevas reglas que aceptamos de buen grado pues son iguales para todos y Bankinter tiene plena capacidad para cumplir con ellas como el que más.', 'La compañía ha ido ganando volumen merced a un modelo de negocio único en su sector, que le ha permitido aumentar su rentabilidad pese a los ciclos económicos adversos y ganarse la confianza del mercado.', 'Todos los riesgos están transferidos a la compañía de seguros, ya que esta incluso asegura la garantía indicada anteriormente.', 'Somos lo que somos porque durante todos estos años hemos sabido como nadie adelantarnos, innovar y prepararnos, en definitiva, para el cambio.', 'El evento fue posible gracias a la colaboración de Atresmedia y una de las principales distribuidoras con las que trabaja, Warner Bros.', 'Durante muchas generaciones hemos aplicado nuestro conocimiento y experiencia para innovar y reinventar la manera de hacer banca, manteniendo las fortalezas que nos han acompañado siempre. Estoy convencida de que lograremos el éxito porque:  nuestro crecimiento, rentabilidad y fortaleza de balance demuestran que nuestra estrategia está funcionando;  nuestro tamaño, diversificación y predictibilidad nos aportan una base sólida para innovar;  nuestra cultura —nuestro foco constante en ser un banco responsable— reforzará la confianza de las personas en nuestra marca.', 'Gran parte de las líneas están en proceso de ejecución, dado que muchos de los objetivos propuestos se han trazado a 2015.']",contamos con un equipo dispuesto a esforzarse al máximo para dar el mejor servicio a los clientes,contamos con un equipo dispuesto a esforzarse al máximo para dar el mejor servicio a los clientes,1.0,1.0,1.0
¿A qué se atribuye que el volumen de escombros haya caído un 27%?,"['También el volumen de escombros ha caído un 27 %, debido a la diferencia en la tipología de residuo que han producido las obras realizadas.', 'Gracias a estas reformas y a la plataforma EcoTool, se ha conseguido evitar la emisión a la atmósfera de un total de 9.816 toneladas de CO2.', 'Gracias a estas y otras mejoras, las incidencias en todas las plataformas se han reducido en un 61% con respecto al año anterior.', 'La tasa de morosidad se ha reducido desde el 1,35% en 2016 al 1,13% a diciembre de 2017, gracias a un entorno macroeconómico más favorable y la aplicación de políticas prudentes.', 'El total del alcance 1 y 2, foco principal de las emisiones de la entidad al representar el 63,4% de su huella total, han experimentado un descenso del 5% gracias a las diferentes medidas de eficiencia energética que se han ido implantando durante los últimos años, como el cambio de luminarias a sistema LED, las mejoras en domótica y climatización, y la renovación de equipamientos por otros más ecoeficientes, entre otras.', 'El total del alcance 1 y 2, foco principal de las emisiones de la entidad y que representan el 64% de su huella total, han experimentado un descenso del 1% gracias a las diferentes medidas de eficiencia energética que se han ido implantando durante 2014, como el cambio de luminarias a LED, las mejoras en domótica y climatización y la renovación del parque de equipos informáticos más ecoeficientes, entre otras.', 'Gracias a esta medida, hemos mejorado la densidad de dichos envíos en un 1,5% respecto al año anterior.', 'Se han reducido los índices de frecuencia y gravedad, como consecuencia de la disminución de los accidentes sin baja y no se han registrado accidentes graves, muy graves O mortales, ni enfermedades profesionales.', 'Estricto control de costes, con una disminución del 0,6% gracias al plan de eficiencia y de productividad.', 'En 2017 las ventas han aumentado un 4,3% como consecuencia de una ligera recuperación de la situación general económica y también del sector de la construcción.']",a la diferencia en la tipología de residuo que han producido las obras realizadas,a la diferencia en la tipología de residuo que han producido las obras realizadas,1.0,1.0,1.0
¿Qué ha conseguido Indra gracias a una mayor contratación?,"['Desde el punto de vista de los resultados del ejercicio, Indra ha aumentado su cartera gracias a una mayor contratación y ha recuperado la rentabilidad con un margen EBIT positivo del 6% y con una generación de caja de 184 millones de euros. Desde el punto de vista operativo, han finalizado las principales acciones de restructuración y se empiezan a ver los resultados de las mismas.', 'La compañía ha ido ganando volumen merced a un modelo de negocio único en su sector, que le ha permitido aumentar su rentabilidad pese a los ciclos económicos adversos y ganarse la confianza del mercado.', 'Operamos en una industria global y altamente competitiva por lo que no sólo debemos adaptarnos de forma continuada a los requisitos de nuestros clientes sino que consideramos el I+D una oportunidad de ventaja competitiva.', 'Como resultado de la integración de todos nuestros canales de venta, en Inditex hemos trabajado en desarrollos tecnológicos que permitan aportar nuevas posibilidades a las necesidades de nuestros clientes.', 'Santander quiere proporcionar a sus clientes una experiencia de servicio excelente y, por ello, durante este año ha puesto en marcha nuevas iniciativas que pretenden mejorar los procesos desde la visión del cliente incorporando los beneficios que supone la transformación digital.', 'En los últimos ejercicios el Grupo ha desarrollado e implantado las mejoras estructurales y operativas necesarias para reforzar y consolidar la visión integral de los riesgos, basada en información completa, precisa y recurrente, permitiéndole a la alta dirección valorar y decidir en consecuencia.', 'La plantilla aumentó un 2,6% dado que se han puesto en marcha nuevas líneas y que ha aumentado la producción.', 'Gracias a la introducción de tecnologías innovadoras y el desarrollo de nuevas soluciones y procesos de negocio, buscamos convertirnos en un Grupo más efectivo, eficiente y orientado al cliente.', 'CLAVES DEL EJERCICIO 2016 En 2016 Santander Chile logró una mejora sustancial en los indicadores de satisfacción de clientes gracias a la simplificación de procesos y a un mayor foco en el cliente, y cerrando así la brecha que existía con los principales competidores en materia de calidad de servicio.', 'Los resultados obtenidos constatan una sólida consolidación del negocio doméstico con una mejora significativa del margen de clientes. Esto ha sido posible gracias a una gestión proactiva de precios (tanto en intereses como en comisiones) junto con una mejora en las cuotas de mercado, siempre manteniendo una elevada calidad de servicio. El Banco ha sido capaz de fortalecer su margen de intereses y es la entidad con mejor comportamiento en el margen de clientes en España. Todo ello junto con una sólida posición de solvencia y liquidez.']",ha recuperado la rentabilidad con un margen EBIT positivo del 6% y con una generación de caja de 184 millones de euros,"Desde el punto de vista de los resultados del ejercicio, Indra ha aumentado su cartera",0.25,1.0,1.0
¿A qué se debe que los mercados emisores canadiense y latinoamericanos muestren un buen ritmo de crecimiento desde enero?,"['Los mercados emisores canadiense y latinoamericanos muestran un buen ritmo de crecimiento desde enero -debido a las mejores condiciones climáticas que se dieron en el periodo-, y parece ser que el mercado emisor estadounidense también podría mejorar sus cifras en el corto plazo.', 'Al margen de nuestra apuesta por Asia, seguimos focalizando nuestra inversión en otros mercados con fuerte potencial de crecimiento, como es el caso de México. En 2014, hemos desarrollado cuatro nuevos greenfields que revertirán en nuevos incrementos de los márgenes a futuro gracias al fuerte dinamismo de la demanda doméstica y al tirón de las exportaciones a Estados Unidos. Hoy, el mercado de NAFTA, supera ya el 20% de nuestras ventas.', 'Importante crecimiento de los ROF (+15,9% interanual), gracias al muy buen desempeño de la Unidad de Global Markets, fundamentalmente durante la primera parte del ejercicio.', 'Gracias a esta medida, hemos mejorado la densidad de dichos envíos en un 1,5% respecto al año anterior.', 'La región EMEA se espera que continúe presentando resultados positivos de cara a los próximos meses, ya que las dinámicas de mercado en Europa siguen siendo buenas tanto en los segmentos vacacional, como urbano.', 'Para el sector del automóvil a nivel global, 2015 tampoco ha sido un ejercicio  positivo, ya que la producción mundial de vehículos ligeros creció por debajo del 2%.  En el pasado año, el comportamiento de los mercados en Norteamérica y Europa fue positivo, pero no fue así en importantes mercados emergentes como Brasil y Rusia  que acumulan ya varios años de caídas. El mercado chino, verdadero motor del sector  de automoción en los últimos años, tuvo un comportamiento mucho más plano en 2015, aunque un buen dato del último trimestre compensó los malos datos del verano.', 'La vinculación del sector del seguro con el entorno macroeconómico resulta indudable. En este sentido, la economía mundial mejoró en los últimos meses del 2016 gracias a la recuperación de economías avanzadas como las de Estados Unidos, Europa y China, marcando una tendencia de aceleración que se prevé continúe durante el 2017. En conjunto, la economía global creció un 3,1%, cifra inferior a la del 2015, pero superior a la prevista a principios de año.', 'Latinoamérica, Europa y Japón. La única excepción es el Reino Unido, donde se prevé un crecimiento más bajo a corto plazo debido a la incertidumbre en torno al Brexit, aunque hasta ahora este hecho apenas ha afectado a nuestro negocio.', 'En 2017 continuó mejorando el mercado de la vivienda y la situación financiera de los hogares gracias al buen cuadro macroeconómico y en particular a la evolución del empleo.', 'Estados Unidos, por su parte, experimentó cierta ralentización en su crecimiento, con un incremento anual del PIB del 1,6%, pero con un satisfactorio cuadro macroeconómico: prácticamente pleno empleo, inflación controlada, incremento del número de asalariados con mejoras en los salarios medios y un índice de confianza de los consumidores positivo gracias al impulso fiscal anunciado por el nuevo presidente.']",a las mejores condiciones climáticas que se dieron en el periodo,a las mejores condiciones climáticas que se dieron en el periodo,1.0,0.3333333333333333,1.0
"Que el factor climático tenga cada vez mayor importancia, ¿qué implicaciones tiene?","['El factor climático tiene cada vez mayor importancia, por lo que impulsar y fomentar acciones para proteger el medioambiente y luchar contra su degradación adquieren una importancia capital.', 'Asimismo, tras la COP21 la preocupación de los Estados por la lucha contra el cambio climático creció considerablemente, por lo que se espera que se intensifique la presión regulatoria sobre el sector energético, entre otros.', 'En este sentido ha hecho, junto con otros bancos, un llamamiento público a todas las entidades signatarias de los Principios de Ecuador para que apoyen la ampliación de esta exigencia.finanzas sosteniBles 2017 P.97 Finanzas sostenibles Los bancos juegan un papel crucial en la lucha contra el cambio climático gracias a su posición única para movilizar capital mediante inversiones, préstamos y funciones de asesoramiento.', 'Nuestra evolución en los últimos años y nuestras fortalezas nos permiten acelerar nuestra transformación', 'Llevamos años siendo cada vez más y más eficientes, por eso también cada vez es más difícil mejorar.', 'En 2015, a pesar de avanzar en la certificación de nuevos sistemas de gestión ambiental conforme a ISO 14001 y a los requisitos internos, se ha registrado una disminución del porcentaje de ebitda certificado, como consecuencia de la incorporación de nuevas actividades en Chile donde se está trabajando en adaptarlas a los referenciales internacionales y a los requerimientos internos en materia de gestión ambiental. En materia de cambio climático este año se ha mantenido el avance de los diferentes proyectos encaminados a la determinación de nuestra huella de carbono e identificación de los riesgos y oportunidades derivados del cambio climático.', 'Simultáneamente, hemos comenzado a trabajar en la cuarta edición, que supondrá una importante ampliación del alcance del programa, ya que también abarcará cuestiones adicionales de sostenibilidad ambiental.', 'Esta nueva revolución está creando también nuevos desafíos sociales y de sostenibilidad, por lo que debemos estar preparados para hacerles frente.', 'Los mercados emisores canadiense y latinoamericanos muestran un buen ritmo de crecimiento desde enero -debido a las mejores condiciones climáticas que se dieron en el periodo-, y parece ser que el mercado emisor estadounidense también podría mejorar sus cifras en el corto plazo.', 'A pesar de los esfuerzos, este año el consumo energético fue superior al de 2015 debido a una mayor producción.']",impulsar y fomentar acciones para proteger el medioambiente y luchar contra su degradación adquieren una importancia capital,impulsar y fomentar acciones para proteger el medioambiente y luchar contra su degradación adquieren una importancia capital,1.0,1.0,1.0
¿A qué se debe que LUCA juegue un papel clave en el posicionamiento de Telefónica como uno de los líderes en el mercado de Big Data?,"['Esta unidad, lanzada en 2016, cuenta en la actualidad con más de más de 150 proyectos en 8 países diferentes en materias como transporte, comercio, turismo, finanzas o publicidad. LUCA juega un papel clave en el posicionamiento de Telefónica como uno de los líderes en el mercado de Big Data debido a nuestra oferta multisectorial.', '2018: Telefónica es incluida en el índice global Bloomberg de igualdad de género, gracias a sus políticas de trabajo flexible, sus programas de desarrollo de mujeres y de sensibilización a la alta dirección, junto con otras cuatro telcos del mundo.', 'La digitalización es necesaria para satisfacer las demandas de nuestros clientes, ofrecer la mejor experiencia diferencial y preparar la Compañía para un mundo hiperconectado. Por ello, desde Telefónica transformamos nuestro negocio buscando la automatización y la gestión en tiempo real de todos los procesos, impulsando la multicanalidad, reduciendo los costes asociados a la atención de los clientes y, a su vez, mejorando su experiencia y satisfacción con nuestros servicios.', 'Además, ENDESA es consciente de que una presencia destacada en los principales índices de inversión socialmente responsable promueve la atracción de este tipo de inversores y, por ello, la Compañía desempeña un papel muy destacado al respecto.', 'En la variable de las audiencias televisivas, que marcan la pauta a los anunciantes para realizar sus inversiones, Mediaset España ha sido el grupo audiovisual líder con el dato más alto de su historia, un 30,7% de share.Telecinco ha sido por tercer año consecutivo la cadena más vista con su mejor dato de los últimos cuatro años, Cuatro ha cerrado el año también con su mejor dato anual desde esa misma fecha y los temáticos han vuelto a crecer, siendo Factoría de Ficción el canal de nicho más visto de 2014 y el resto -Divinity, Energy y Boingliderando en sus respectivos targets objetivos. Respecto a nuestra presencia en internet y redes sociales, podemos afirmar que estamos en la mejor de las posiciones para llegar al consumidor multipantalla, porque la interactividad y la transversalidad de nuestros contenidos televisivos nos colocan en una posición incontestable, como el grupo audiovisual con mayor tráfico en internet con un promedio mensual de 10 millones de usuarios únicos y 54,1 millones de comentarios en las redes sociales en 2014.', 'Telefónica Colombia (Variaciones interanuales en términos orgánicos) En el año 2014, Telefónica Colombia muestra unos sólidos resultados tanto en términos operativos (crecimiento de accesos en todos los servicios), como en términos financieros (sostenido incremento interanual de los ingresos y de doble dígito en OIBDA gracias a las eficiencias logradas).', 'Gracias al mejor aprovechamiento del Big Data es posible el desarrollo de modelos estadísticos de propensión al consumo de productos y servicios, con refresco diario de la información, lo que redunda en una adecuación de la oferta y por tanto de la eficacia en las acciones comerciales.', 'En 2015 Universitas Telefónica, nuestra universidad corporativa, capacitó en su campus de Barcelona a 2.046 ejecutivos gracias a programas presenciales de liderazgo y estrategia focalizados en la transformación digital.', 'Atresmedia es consciente de la decisiva labor de las empresas para la consecución de estas importantes metas y, por ese motivo, apoya con sus políticas, iniciativas y capacidad de difusión, la consecución de aquellos ODS en los que la contribución de la Compañía puede ser mayor y de especial incidencia.', 'Vivimos una parte cada vez más importante de nuestra vida a través de la conectividad y los servicios digitales, por eso, sabemos que la responsabilidad que asumimos en este ámbito condiciona el éxito a futuro. Así lo ven también nuestros grupos de interés, en particular inversores y analistas, que consideran que la seguridad y la privacidad es una de las temáticas más importantes en nuestro compromiso hacia el cliente (ver capítulo Materialidad).']",a nuestra oferta multisectorial,a nuestra oferta multisectorial,1.0,1.0,1.0
"¿Qué factor contribuyó a que mejorara en 1,1 puntos más el resultado del año anterior?","['Gracias a esta medida, hemos mejorado la densidad de dichos envíos en un 1,5% respecto al año anterior.', 'La fase de grupos de la temporada 2016-17 promedió un 28,0 % y 5.080.000 espectadores, con lo que mejoró en 1,1 puntos más el resultado del año anterior.', 'CLAVES DEL EJERCICIO 2016 En 2016 Santander Chile logró una mejora sustancial en los indicadores de satisfacción de clientes gracias a la simplificación de procesos y a un mayor foco en el cliente, y cerrando así la brecha que existía con los principales competidores en materia de calidad de servicio.', 'Gracias a estas y otras mejoras, las incidencias en todas las plataformas se han reducido en un 61% con respecto al año anterior.', 'Esta operación es positiva para los accionistas, ya que se estima que mejora el beneficio por acción (BPA) desde 2016.', 'La plantilla aumentó un 2,6% dado que se han puesto en marcha nuevas líneas y que ha aumentado la producción.', 'Esta tendencia favorable se produjo a pesar de haberse generado menores comisiones de mantenimiento de cuentas debido a la suspensión de su cobro al segmento retail, impuesta por el Consejo de Estado turco, y de los altos ingresos generados en el 2016 por el programa de millas Miles & Smiles.', 'El resultado antes de impuestos, que refleja mejor la evolución del negocio, crece un 8% gracias al aumento de volúmenes, la buena gestión de márgenes y el control de costes.', 'Importante crecimiento de los ROF (+15,9% interanual), gracias al muy buen desempeño de la Unidad de Global Markets, fundamentalmente durante la primera parte del ejercicio.', 'A pesar de los esfuerzos, este año el consumo energético fue superior al de 2015 debido a una mayor producción.']","La fase de grupos de la temporada 2016-17 promedió un 28,0 % y 5.080.000 espectadores","La fase de grupos de la temporada 2016-17 promedió un 28,0 % y 5.080.000 espectadores",1.0,1.0,1.0
¿Qué consecuencias tuvo la mejora de la situación macroeconómica del país?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.', 'Llevará a cabo actividades que aporten valor y ayuden a reforzar la relación personal con determinados clientes, por lo que será una oficina evolucionada que permitirá al Banco testar un nuevo modelo de atención y servicio.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Todos los riesgos están transferidos a la compañía de seguros, ya que esta incluso asegura la garantía indicada anteriormente.', 'Además, se ha procedido a revisar el estado actual de las instalaciones obteniendo como resultado unas propuestas de mejora de ahorro y eficiencia energética.', 'En algunas ocasiones, la solución a las reclamaciones puede ser local pero, en otras, deben intervenir las direcciones centrales. Por eso, el defensor del cliente coordina fábricas, ingeniería, dirección de obras, etc... para ofrecer una respuesta integral.']",el 97% son reciclados por empresas especializadas,"Portugal también respondió bien el ejercicio pasado, el primero completo con nosotros, y tuvo incrementos notables en recursos minoristas e inversión crediticia",0.0,0.25,0.0
